profile_id,url,status,candidate_name,party,age,education,birthdate,error
188,https://www.altinget.dk/kandidattest/FT26/profil/188,ok,Michael Portefee P. Lex,Radikale Venstre,65 år,Seminaruddannelse,,
189,https://www.altinget.dk/kandidattest/FT26/profil/189,ok,Steen Asgeir Petersen,Radikale Venstre,58 år,Bachelor-/diplomuddannelse,1967-07-27T00:00:00,
190,https://www.altinget.dk/kandidattest/FT26/profil/190,ok,Hanne Roed,Radikale Venstre,57 år,Kandidat-/masteruddannelse,,
191,https://www.altinget.dk/kandidattest/FT26/profil/191,ok,Katrine Robsøe,Radikale Venstre,34 år,Kandidat-/masteruddannelse,1991-06-21T00:00:00,
192,https://www.altinget.dk/kandidattest/FT26/profil/192,ok,Mathias Sikora,Radikale Venstre,26 år,Kandidat-/masteruddannelse,,
193,https://www.altinget.dk/kandidattest/FT26/profil/193,ok,Rune Christiansen,Radikale Venstre,48 år,Kandidat-/masteruddannelse,,
194,https://www.altinget.dk/kandidattest/FT26/profil/194,ok,Bjarke Jensen,Radikale Venstre,42 år,Bachelor-/diplomuddannelse,,
195,https://www.altinget.dk/kandidattest/FT26/profil/195,missing_candidate,,,,,,Could not locate candidate name on page
196,https://www.altinget.dk/kandidattest/FT26/profil/196,ok,Rikke Christensen,Radikale Venstre,55 år,Seminaruddannelse,,
197,https://www.altinget.dk/kandidattest/FT26/profil/197,ok,Line Rasmussen,Radikale Venstre,28 år,Kandidat-/masteruddannelse,,
198,https://www.altinget.dk/kandidattest/FT26/profil/198,ok,Anne Sophie Callesen,Radikale Venstre,37 år,Kandidat-/masteruddannelse,,
199,https://www.altinget.dk/kandidattest/FT26/profil/199,ok,Jakob Larsen,Radikale Venstre,51 år,Kandidat-/masteruddannelse,,
200,https://www.altinget.dk/kandidattest/FT26/profil/200,ok,Kim Lei-Jensen,Radikale Venstre,51 år,Erhvervsuddannelse,,
201,https://www.altinget.dk/kandidattest/FT26/profil/201,ok,Anastasia Milthers,Radikale Venstre,24 år,Bachelor-/diplomuddannelse,2002-01-06T00:00:00,
202,https://www.altinget.dk/kandidattest/FT26/profil/202,ok,Jan Werner Mathiasen,Radikale Venstre,54 år,Kandidat-/masteruddannelse,1972-03-14T00:00:00,
203,https://www.altinget.dk/kandidattest/FT26/profil/203,ok,Magnus Georg Jensen,Radikale Venstre,30 år,Kandidat-/masteruddannelse,,
204,https://www.altinget.dk/kandidattest/FT26/profil/204,ok,Thomas Markmann,Radikale Venstre,54 år,Bachelor-/diplomuddannelse,1971-05-25T00:00:00,
205,https://www.altinget.dk/kandidattest/FT26/profil/205,ok,Thomas Rohden,Radikale Venstre,30 år,Bachelor-/diplomuddannelse,,
206,https://www.altinget.dk/kandidattest/FT26/profil/206,ok,Mikkel Senna Odoom,Radikale Venstre,51 år,Kandidat-/masteruddannelse,,
207,https://www.altinget.dk/kandidattest/FT26/profil/207,ok,Samira Nawa,Radikale Venstre,38 år,Kandidat-/masteruddannelse,,
208,https://www.altinget.dk/kandidattest/FT26/profil/208,ok,Helene Langager,Radikale Venstre,54 år,Bachelor-/diplomuddannelse,1971-05-27T00:00:00,
209,https://www.altinget.dk/kandidattest/FT26/profil/209,ok,Frederik Rosberg,Radikale Venstre,38 år,Kandidat-/masteruddannelse,,
210,https://www.altinget.dk/kandidattest/FT26/profil/210,missing_candidate,,,,,,Could not locate candidate name on page
211,https://www.altinget.dk/kandidattest/FT26/profil/211,ok,Maria Georgi Sloth,Radikale Venstre,26 år,Bachelor-/diplomuddannelse,,
212,https://www.altinget.dk/kandidattest/FT26/profil/212,ok,Emil Moselund,Radikale Venstre,32 år,Kandidat-/masteruddannelse,,
213,https://www.altinget.dk/kandidattest/FT26/profil/213,ok,Marianne Mortensen,Radikale Venstre,48 år,Kandidat-/masteruddannelse,1978-03-14T00:00:00,
214,https://www.altinget.dk/kandidattest/FT26/profil/214,ok,Anne-Sofie Sadolin,Radikale Venstre,36 år,Ikke oplyst,,
215,https://www.altinget.dk/kandidattest/FT26/profil/215,ok,Lars Green Bach,Radikale Venstre,50 år,Kandidat-/masteruddannelse,1975-06-26T00:00:00,
216,https://www.altinget.dk/kandidattest/FT26/profil/216,ok,Kashif Ahmad,Radikale Venstre,45 år,Seminaruddannelse,,
217,https://www.altinget.dk/kandidattest/FT26/profil/217,ok,Ruben Kidde,Radikale Venstre,39 år,Kandidat-/masteruddannelse,,
218,https://www.altinget.dk/kandidattest/FT26/profil/218,ok,Christina Falkberg,Radikale Venstre,50 år,Kandidat-/masteruddannelse,,
219,https://www.altinget.dk/kandidattest/FT26/profil/219,ok,Brian Køster,Radikale Venstre,48 år,Ph.d.-uddannelse,,
220,https://www.altinget.dk/kandidattest/FT26/profil/220,ok,Stinus Lindgreen,Radikale Venstre,45 år,Ph.d.-uddannelse,,
221,https://www.altinget.dk/kandidattest/FT26/profil/221,ok,Jens Frost,Radikale Venstre,52 år,Kandidat-/masteruddannelse,,
222,https://www.altinget.dk/kandidattest/FT26/profil/222,ok,Esat Senturk,Radikale Venstre,36 år,Bachelor-/diplomuddannelse,1989-05-18T00:00:00,
223,https://www.altinget.dk/kandidattest/FT26/profil/223,ok,Zohair Ali,Radikale Venstre,34 år,Kandidat-/masteruddannelse,,
224,https://www.altinget.dk/kandidattest/FT26/profil/224,ok,Trine Dybkjær,Radikale Venstre,58 år,Kandidat-/masteruddannelse,,
225,https://www.altinget.dk/kandidattest/FT26/profil/225,ok,Isabel Havndrup Aackmann,Radikale Venstre,25 år,Kandidat-/masteruddannelse,,
226,https://www.altinget.dk/kandidattest/FT26/profil/226,ok,Tine Hessner,Radikale Venstre,58 år,Kandidat-/masteruddannelse,1967-11-27T00:00:00,
227,https://www.altinget.dk/kandidattest/FT26/profil/227,ok,Hediye Temiz,Radikale Venstre,27 år,Bachelor-/diplomuddannelse,,
228,https://www.altinget.dk/kandidattest/FT26/profil/228,ok,Christian Elkjær,Radikale Venstre,40 år,Ph.d.-uddannelse,,
229,https://www.altinget.dk/kandidattest/FT26/profil/229,ok,Mikkel Westh Jepsen,Radikale Venstre,25 år,Bachelor-/diplomuddannelse,2000-12-16T00:00:00,
230,https://www.altinget.dk/kandidattest/FT26/profil/230,ok,Christina Thorholm,Radikale Venstre,61 år,Kandidat-/masteruddannelse,,
231,https://www.altinget.dk/kandidattest/FT26/profil/231,ok,Martin Lidegaard,Radikale Venstre,59 år,Kandidat-/masteruddannelse,1966-12-12T00:00:00,
232,https://www.altinget.dk/kandidattest/FT26/profil/232,ok,Lasse Skov Ovesen,Radikale Venstre,,Ikke oplyst,,
233,https://www.altinget.dk/kandidattest/FT26/profil/233,ok,Anne Marie Geisler Andersen,Radikale Venstre,44 år,Kandidat-/masteruddannelse,,
234,https://www.altinget.dk/kandidattest/FT26/profil/234,ok,Finn Hartvig Nielsen,Radikale Venstre,46 år,Kandidat-/masteruddannelse,,
235,https://www.altinget.dk/kandidattest/FT26/profil/235,ok,Nils Sjøberg,Radikale Venstre,65 år,Kandidat-/masteruddannelse,1960-08-04T00:00:00,
236,https://www.altinget.dk/kandidattest/FT26/profil/236,ok,Lotte Rod,Radikale Venstre,40 år,Kandidat-/masteruddannelse,,
237,https://www.altinget.dk/kandidattest/FT26/profil/237,ok,Bjarne Lastein,Radikale Venstre,,Ikke oplyst,,
238,https://www.altinget.dk/kandidattest/FT26/profil/238,ok,Ole Lynggaard Jørgensen,Radikale Venstre,71 år,Bachelor-/diplomuddannelse,1955-03-17T00:00:00,
239,https://www.altinget.dk/kandidattest/FT26/profil/239,ok,Simon Bech Munch-Petersen,Radikale Venstre,23 år,Ikke oplyst,,
240,https://www.altinget.dk/kandidattest/FT26/profil/240,ok,Line Krogh Lay,Radikale Venstre,54 år,Kandidat-/masteruddannelse,1972-02-24T00:00:00,
241,https://www.altinget.dk/kandidattest/FT26/profil/241,ok,Zenia Stampe,Radikale Venstre,47 år,Kandidat-/masteruddannelse,1979-03-30T00:00:00,
242,https://www.altinget.dk/kandidattest/FT26/profil/242,ok,Edris Qasimi,Radikale Venstre,38 år,Kandidat-/masteruddannelse,,
243,https://www.altinget.dk/kandidattest/FT26/profil/243,ok,Mette Hvid Brockmann,Radikale Venstre,56 år,Kandidat-/masteruddannelse,1969-12-26T00:00:00,
244,https://www.altinget.dk/kandidattest/FT26/profil/244,ok,Helena Tjørnelund Christensen,Radikale Venstre,32 år,Kandidat-/masteruddannelse,1993-07-22T00:00:00,
245,https://www.altinget.dk/kandidattest/FT26/profil/245,ok,Kristian Stokholm,Radikale Venstre,63 år,Kandidat-/masteruddannelse,1963-03-02T00:00:00,
246,https://www.altinget.dk/kandidattest/FT26/profil/246,ok,Sofie Holm,Radikale Venstre,26 år,Bachelor-/diplomuddannelse,2000-02-01T00:00:00,
247,https://www.altinget.dk/kandidattest/FT26/profil/247,ok,Troels Brandt,Radikale Venstre,58 år,Kandidat-/masteruddannelse,1967-04-25T00:00:00,
248,https://www.altinget.dk/kandidattest/FT26/profil/248,ok,Jeppe Fransson,Radikale Venstre,37 år,Kandidat-/masteruddannelse,,
249,https://www.altinget.dk/kandidattest/FT26/profil/249,ok,Jeppe Trolle,Radikale Venstre,56 år,Kandidat-/masteruddannelse,,
250,https://www.altinget.dk/kandidattest/FT26/profil/250,ok,Casper Hindkjær,Radikale Venstre,,Kandidat-/masteruddannelse,,
251,https://www.altinget.dk/kandidattest/FT26/profil/251,ok,Philip Vivet,Radikale Venstre,25 år,Bachelor-/diplomuddannelse,,
252,https://www.altinget.dk/kandidattest/FT26/profil/252,ok,Johan Brødsgaard,Radikale Venstre,32 år,Bachelor-/diplomuddannelse,,
253,https://www.altinget.dk/kandidattest/FT26/profil/253,ok,Peter Vestergaard,Radikale Venstre,52 år,Gymnasial uddannelse,,
254,https://www.altinget.dk/kandidattest/FT26/profil/254,ok,Kim Pagels,Radikale Venstre,68 år,Kandidat-/masteruddannelse,,
255,https://www.altinget.dk/kandidattest/FT26/profil/255,ok,Mathias Fuglsang,Borgernes Parti - Lars Boje Mathiesen,30 år,Gymnasial uddannelse,,
256,https://www.altinget.dk/kandidattest/FT26/profil/256,ok,Tim Larsen,Borgernes Parti - Lars Boje Mathiesen,49 år,Ikke oplyst,,
257,https://www.altinget.dk/kandidattest/FT26/profil/257,ok,Sanne Pilgaard,Borgernes Parti - Lars Boje Mathiesen,47 år,Ikke oplyst,,
258,https://www.altinget.dk/kandidattest/FT26/profil/258,ok,Jørn Dohrmann,Borgernes Parti - Lars Boje Mathiesen,57 år,Erhvervsuddannelse,1969-01-09T00:00:00,
259,https://www.altinget.dk/kandidattest/FT26/profil/259,ok,Niels Christensen,Borgernes Parti - Lars Boje Mathiesen,72 år,Ikke oplyst,1953-10-01T00:00:00,
260,https://www.altinget.dk/kandidattest/FT26/profil/260,ok,Karsten Byrgesen,Borgernes Parti - Lars Boje Mathiesen,70 år,Bachelor-/diplomuddannelse,1955-09-07T00:00:00,
261,https://www.altinget.dk/kandidattest/FT26/profil/261,ok,Emilie Schytte,Borgernes Parti - Lars Boje Mathiesen,32 år,Kandidat-/masteruddannelse,,
262,https://www.altinget.dk/kandidattest/FT26/profil/262,ok,Helge K. Frandsen,Borgernes Parti - Lars Boje Mathiesen,42 år,Erhvervsuddannelse,1983-06-01T00:00:00,
263,https://www.altinget.dk/kandidattest/FT26/profil/263,ok,Nadja Natalie Isaksen,Borgernes Parti - Lars Boje Mathiesen,31 år,Kandidat-/masteruddannelse,1995-01-05T00:00:00,
264,https://www.altinget.dk/kandidattest/FT26/profil/264,ok,Morten Dehn,Borgernes Parti - Lars Boje Mathiesen,54 år,Ikke oplyst,,
265,https://www.altinget.dk/kandidattest/FT26/profil/265,ok,Rikke Hansen,Borgernes Parti - Lars Boje Mathiesen,46 år,Bachelor-/diplomuddannelse,,
266,https://www.altinget.dk/kandidattest/FT26/profil/266,ok,Søren T. Fugleberg,Borgernes Parti - Lars Boje Mathiesen,,Ikke oplyst,,
267,https://www.altinget.dk/kandidattest/FT26/profil/267,ok,Jacob Harris,Borgernes Parti - Lars Boje Mathiesen,40 år,Erhvervsuddannelse,,
268,https://www.altinget.dk/kandidattest/FT26/profil/268,ok,Martin Nordstjerne,Borgernes Parti - Lars Boje Mathiesen,59 år,Bachelor-/diplomuddannelse,1966-12-25T00:00:00,
269,https://www.altinget.dk/kandidattest/FT26/profil/269,ok,Lars Boje Mathiesen,Borgernes Parti - Lars Boje Mathiesen,50 år,Bachelor-/diplomuddannelse,,
270,https://www.altinget.dk/kandidattest/FT26/profil/270,ok,Jes Halfdan,Borgernes Parti - Lars Boje Mathiesen,61 år,Kandidat-/masteruddannelse,,
271,https://www.altinget.dk/kandidattest/FT26/profil/271,ok,Peter Faber,Borgernes Parti - Lars Boje Mathiesen,43 år,Erhvervsuddannelse,1982-10-05T00:00:00,
272,https://www.altinget.dk/kandidattest/FT26/profil/272,ok,Flemming Steenlykke,Borgernes Parti - Lars Boje Mathiesen,37 år,Bachelor-/diplomuddannelse,1989-02-17T00:00:00,
273,https://www.altinget.dk/kandidattest/FT26/profil/273,ok,Allan Holm,Borgernes Parti - Lars Boje Mathiesen,53 år,Ph.d.-uddannelse,,
274,https://www.altinget.dk/kandidattest/FT26/profil/274,ok,John Bjerg,Borgernes Parti - Lars Boje Mathiesen,61 år,Ikke oplyst,,
275,https://www.altinget.dk/kandidattest/FT26/profil/275,ok,Morten Riis,Enhedslisten – De Rød-Grønne,,Ikke oplyst,,
276,https://www.altinget.dk/kandidattest/FT26/profil/276,missing_candidate,,,,,,Could not locate candidate name on page
277,https://www.altinget.dk/kandidattest/FT26/profil/277,ok,Victoria Velásquez,Enhedslisten – De Rød-Grønne,34 år,Kandidat-/masteruddannelse,,
278,https://www.altinget.dk/kandidattest/FT26/profil/278,ok,Torsten Ringgaard,Enhedslisten – De Rød-Grønne,49 år,Erhvervsuddannelse,,
279,https://www.altinget.dk/kandidattest/FT26/profil/279,ok,Reza Javid,Enhedslisten – De Rød-Grønne,63 år,Kandidat-/masteruddannelse,,
280,https://www.altinget.dk/kandidattest/FT26/profil/280,ok,Kaj Alstrup,Enhedslisten – De Rød-Grønne,72 år,Kandidat-/masteruddannelse,,
281,https://www.altinget.dk/kandidattest/FT26/profil/281,missing_candidate,,,,,,Could not locate candidate name on page
282,https://www.altinget.dk/kandidattest/FT26/profil/282,ok,Jesper Kiel,Enhedslisten – De Rød-Grønne,60 år,Erhvervsuddannelse,1966-01-10T00:00:00,
283,https://www.altinget.dk/kandidattest/FT26/profil/283,ok,Vibeke Syppli Enrum,Enhedslisten – De Rød-Grønne,,Kandidat-/masteruddannelse,,
284,https://www.altinget.dk/kandidattest/FT26/profil/284,ok,Bianca Vitting,Enhedslisten – De Rød-Grønne,46 år,Kandidat-/masteruddannelse,,
285,https://www.altinget.dk/kandidattest/FT26/profil/285,ok,Clara Turms,Enhedslisten – De Rød-Grønne,29 år,Kandidat-/masteruddannelse,,
286,https://www.altinget.dk/kandidattest/FT26/profil/286,ok,Sune Rastad Bahn,Enhedslisten – De Rød-Grønne,54 år,Ikke oplyst,,
287,https://www.altinget.dk/kandidattest/FT26/profil/287,ok,Ibrahim Benli,Enhedslisten – De Rød-Grønne,46 år,Kandidat-/masteruddannelse,1979-06-06T00:00:00,
288,https://www.altinget.dk/kandidattest/FT26/profil/288,ok,Caroline Lochow,Enhedslisten – De Rød-Grønne,19 år,Gymnasial uddannelse,2006-10-15T00:00:00,
289,https://www.altinget.dk/kandidattest/FT26/profil/289,ok,Fatih Baran,Enhedslisten – De Rød-Grønne,48 år,Bachelor-/diplomuddannelse,1978-01-01T00:00:00,
290,https://www.altinget.dk/kandidattest/FT26/profil/290,ok,Emil Viskum,Enhedslisten – De Rød-Grønne,45 år,Bachelor-/diplomuddannelse,1981-02-13T00:00:00,
291,https://www.altinget.dk/kandidattest/FT26/profil/291,ok,Helge Bo Jensen,Enhedslisten – De Rød-Grønne,66 år,Kandidat-/masteruddannelse,1959-07-23T00:00:00,
292,https://www.altinget.dk/kandidattest/FT26/profil/292,ok,Runa Friis Hansen,Enhedslisten – De Rød-Grønne,41 år,Bachelor-/diplomuddannelse,,
293,https://www.altinget.dk/kandidattest/FT26/profil/293,ok,Hans Jensen,Enhedslisten – De Rød-Grønne,42 år,Kandidat-/masteruddannelse,,
294,https://www.altinget.dk/kandidattest/FT26/profil/294,ok,Christina Eilers,Enhedslisten – De Rød-Grønne,47 år,Bachelor-/diplomuddannelse,,
295,https://www.altinget.dk/kandidattest/FT26/profil/295,ok,Berit Raldin,Enhedslisten – De Rød-Grønne,56 år,Ikke oplyst,,
296,https://www.altinget.dk/kandidattest/FT26/profil/296,ok,Ulrik Appel,Enhedslisten – De Rød-Grønne,49 år,Kandidat-/masteruddannelse,,
297,https://www.altinget.dk/kandidattest/FT26/profil/297,ok,Lasse Mejer Petersen,Enhedslisten – De Rød-Grønne,48 år,Gymnasial uddannelse,,
298,https://www.altinget.dk/kandidattest/FT26/profil/298,ok,Maria Sofie Petersen,Enhedslisten – De Rød-Grønne,31 år,Bachelor-/diplomuddannelse,,
299,https://www.altinget.dk/kandidattest/FT26/profil/299,ok,Charlotte Lund,Enhedslisten – De Rød-Grønne,43 år,Ikke oplyst,1982-05-15T00:00:00,
300,https://www.altinget.dk/kandidattest/FT26/profil/300,ok,Reinout Bosch,Enhedslisten – De Rød-Grønne,35 år,Kandidat-/masteruddannelse,,
301,https://www.altinget.dk/kandidattest/FT26/profil/301,ok,Leila Stockmarr,Enhedslisten – De Rød-Grønne,44 år,Ph.d.-uddannelse,,
302,https://www.altinget.dk/kandidattest/FT26/profil/302,ok,Pelle Dragsted,Enhedslisten – De Rød-Grønne,50 år,Kandidat-/masteruddannelse,1975-04-13T00:00:00,
303,https://www.altinget.dk/kandidattest/FT26/profil/303,ok,Pil Yildiz,Enhedslisten – De Rød-Grønne,51 år,Bachelor-/diplomuddannelse,1975-03-20T00:00:00,
304,https://www.altinget.dk/kandidattest/FT26/profil/304,ok,Kim Larsen,Enhedslisten – De Rød-Grønne,63 år,Erhvervsuddannelse,1962-08-30T00:00:00,
305,https://www.altinget.dk/kandidattest/FT26/profil/305,ok,David Rønne,Enhedslisten – De Rød-Grønne,55 år,Erhvervsuddannelse,1970-11-16T00:00:00,
306,https://www.altinget.dk/kandidattest/FT26/profil/306,ok,Mette Bloch Hansen,Enhedslisten – De Rød-Grønne,49 år,Kandidat-/masteruddannelse,1977-04-10T00:00:00,
307,https://www.altinget.dk/kandidattest/FT26/profil/307,ok,Mathilde Vinther,Enhedslisten – De Rød-Grønne,32 år,Seminaruddannelse,1994-02-18T00:00:00,
308,https://www.altinget.dk/kandidattest/FT26/profil/308,ok,Pil Christensen,Enhedslisten – De Rød-Grønne,41 år,Kandidat-/masteruddannelse,,
309,https://www.altinget.dk/kandidattest/FT26/profil/309,ok,Rosa Lund,Enhedslisten – De Rød-Grønne,39 år,Kandidat-/masteruddannelse,,
310,https://www.altinget.dk/kandidattest/FT26/profil/310,ok,Peder Hvelplund,Enhedslisten – De Rød-Grønne,58 år,Seminaruddannelse,,
311,https://www.altinget.dk/kandidattest/FT26/profil/311,ok,Lasse Olsen,Enhedslisten – De Rød-Grønne,45 år,Kandidat-/masteruddannelse,,
312,https://www.altinget.dk/kandidattest/FT26/profil/312,ok,Filippa Emilie Vittrup,Enhedslisten – De Rød-Grønne,,Ikke oplyst,,
313,https://www.altinget.dk/kandidattest/FT26/profil/313,ok,Christoffer Emil Jexen,Enhedslisten – De Rød-Grønne,38 år,Erhvervsuddannelse,,
314,https://www.altinget.dk/kandidattest/FT26/profil/314,ok,Annie Hagel,Enhedslisten – De Rød-Grønne,76 år,Kandidat-/masteruddannelse,,
315,https://www.altinget.dk/kandidattest/FT26/profil/315,ok,Sinem Dybvad Demir,Enhedslisten – De Rød-Grønne,33 år,Erhvervsuddannelse,1992-04-11T00:00:00,
316,https://www.altinget.dk/kandidattest/FT26/profil/316,ok,Carolina Cámara,Enhedslisten – De Rød-Grønne,22 år,Bachelor-/diplomuddannelse,2003-08-25T00:00:00,
317,https://www.altinget.dk/kandidattest/FT26/profil/317,ok,Emil Andersen,Enhedslisten – De Rød-Grønne,39 år,Kandidat-/masteruddannelse,1987-01-20T00:00:00,
318,https://www.altinget.dk/kandidattest/FT26/profil/318,missing_candidate,,,,,,Could not locate candidate name on page
319,https://www.altinget.dk/kandidattest/FT26/profil/319,ok,Ludmila Plenge,Enhedslisten – De Rød-Grønne,23 år,Erhvervsuddannelse,,
320,https://www.altinget.dk/kandidattest/FT26/profil/320,ok,Bruno Jerup,Enhedslisten – De Rød-Grønne,68 år,Kandidat-/masteruddannelse,,
321,https://www.altinget.dk/kandidattest/FT26/profil/321,ok,Peter Roswall,Enhedslisten – De Rød-Grønne,59 år,Ikke oplyst,,
322,https://www.altinget.dk/kandidattest/FT26/profil/322,ok,Louis Jacobsen,Enhedslisten – De Rød-Grønne,40 år,Erhvervsuddannelse,1985-04-13T00:00:00,
323,https://www.altinget.dk/kandidattest/FT26/profil/323,ok,Birgit Gedionsen,Enhedslisten – De Rød-Grønne,73 år,Kandidat-/masteruddannelse,1953-01-27T00:00:00,
324,https://www.altinget.dk/kandidattest/FT26/profil/324,ok,Jonas Paludan,Enhedslisten – De Rød-Grønne,45 år,Kandidat-/masteruddannelse,1980-12-03T00:00:00,
325,https://www.altinget.dk/kandidattest/FT26/profil/325,ok,Karen Thestrup Clausen,Enhedslisten – De Rød-Grønne,,Ikke oplyst,,
326,https://www.altinget.dk/kandidattest/FT26/profil/326,ok,Eva Flyvholm,Enhedslisten – De Rød-Grønne,44 år,Kandidat-/masteruddannelse,1981-04-18T00:00:00,
327,https://www.altinget.dk/kandidattest/FT26/profil/327,ok,Helena Hedegaard Udsen,Enhedslisten – De Rød-Grønne,29 år,Kandidat-/masteruddannelse,1996-08-13T00:00:00,
328,https://www.altinget.dk/kandidattest/FT26/profil/328,ok,Johanna-Maria Precht,Enhedslisten – De Rød-Grønne,62 år,Seminaruddannelse,,
329,https://www.altinget.dk/kandidattest/FT26/profil/329,ok,Helene Hellesøe Appel,Enhedslisten – De Rød-Grønne,39 år,Kandidat-/masteruddannelse,,
330,https://www.altinget.dk/kandidattest/FT26/profil/330,ok,Selma Bolø,Enhedslisten – De Rød-Grønne,27 år,Gymnasial uddannelse,,
331,https://www.altinget.dk/kandidattest/FT26/profil/331,ok,Lasse Harder Schousboe,Enhedslisten – De Rød-Grønne,55 år,Kandidat-/masteruddannelse,1970-05-01T00:00:00,
332,https://www.altinget.dk/kandidattest/FT26/profil/332,ok,Sarah Nørris,Enhedslisten – De Rød-Grønne,,Ikke oplyst,,
333,https://www.altinget.dk/kandidattest/FT26/profil/333,ok,Lars Mogensen,Enhedslisten – De Rød-Grønne,48 år,Bachelor-/diplomuddannelse,,
334,https://www.altinget.dk/kandidattest/FT26/profil/334,ok,Rasmus Vestergaard Madsen,Enhedslisten – De Rød-Grønne,34 år,Seminaruddannelse,,
335,https://www.altinget.dk/kandidattest/FT26/profil/335,ok,Lilje Holm,Enhedslisten – De Rød-Grønne,21 år,Gymnasial uddannelse,2004-09-06T00:00:00,
336,https://www.altinget.dk/kandidattest/FT26/profil/336,ok,Holly Marie Turner,Enhedslisten – De Rød-Grønne,22 år,Gymnasial uddannelse,,
337,https://www.altinget.dk/kandidattest/FT26/profil/337,ok,Benny Dall,Enhedslisten – De Rød-Grønne,70 år,Gymnasial uddannelse,1956-02-19T00:00:00,
338,https://www.altinget.dk/kandidattest/FT26/profil/338,ok,Mathias D. Christiansen,Enhedslisten – De Rød-Grønne,46 år,Bachelor-/diplomuddannelse,1980-02-18T00:00:00,
339,https://www.altinget.dk/kandidattest/FT26/profil/339,ok,Jacob Abildgaard,Enhedslisten – De Rød-Grønne,,Ikke oplyst,,
340,https://www.altinget.dk/kandidattest/FT26/profil/340,ok,Lisbeth Torfing,Enhedslisten – De Rød-Grønne,38 år,Ph.d.-uddannelse,,
341,https://www.altinget.dk/kandidattest/FT26/profil/341,ok,Aksel Rosager Johansen,Enhedslisten – De Rød-Grønne,34 år,Kandidat-/masteruddannelse,,
342,https://www.altinget.dk/kandidattest/FT26/profil/342,missing_candidate,,,,,,Could not locate candidate name on page
343,https://www.altinget.dk/kandidattest/FT26/profil/343,ok,Stine Ry Andersen,Enhedslisten – De Rød-Grønne,26 år,Kandidat-/masteruddannelse,2000-01-17T00:00:00,
344,https://www.altinget.dk/kandidattest/FT26/profil/344,ok,Lars Dohn,Enhedslisten – De Rød-Grønne,,Ikke oplyst,,
345,https://www.altinget.dk/kandidattest/FT26/profil/345,ok,Christian Juhl,Enhedslisten – De Rød-Grønne,73 år,Ikke oplyst,,
346,https://www.altinget.dk/kandidattest/FT26/profil/346,ok,Trine Mach,Enhedslisten – De Rød-Grønne,,Kandidat-/masteruddannelse,,
347,https://www.altinget.dk/kandidattest/FT26/profil/347,ok,Maria Temponeras,Enhedslisten – De Rød-Grønne,54 år,Kandidat-/masteruddannelse,,
348,https://www.altinget.dk/kandidattest/FT26/profil/348,ok,Edith Vels,Enhedslisten – De Rød-Grønne,22 år,Gymnasial uddannelse,2003-12-11T00:00:00,
349,https://www.altinget.dk/kandidattest/FT26/profil/349,ok,Martin Laursen,Enhedslisten – De Rød-Grønne,49 år,Kandidat-/masteruddannelse,,
350,https://www.altinget.dk/kandidattest/FT26/profil/350,ok,Maria Sørensen,Enhedslisten – De Rød-Grønne,40 år,Bachelor-/diplomuddannelse,1985-07-27T00:00:00,
351,https://www.altinget.dk/kandidattest/FT26/profil/351,ok,Kristjar Skajaa,Enhedslisten – De Rød-Grønne,72 år,Ph.d.-uddannelse,1954-01-10T00:00:00,
352,https://www.altinget.dk/kandidattest/FT26/profil/352,ok,Christina Hedegaard Hansen,Enhedslisten – De Rød-Grønne,49 år,Kandidat-/masteruddannelse,1976-07-04T00:00:00,
353,https://www.altinget.dk/kandidattest/FT26/profil/353,ok,Anna Bjerre,Alternativet,27 år,Kandidat-/masteruddannelse,1998-06-10T00:00:00,
354,https://www.altinget.dk/kandidattest/FT26/profil/354,ok,Emil Sloth,Alternativet,31 år,Kandidat-/masteruddannelse,,
355,https://www.altinget.dk/kandidattest/FT26/profil/355,ok,Anette Jensen Smith,Alternativet,53 år,Bachelor-/diplomuddannelse,,
356,https://www.altinget.dk/kandidattest/FT26/profil/356,ok,Anne-Marie Hemmeth,Alternativet,64 år,Ikke oplyst,,
357,https://www.altinget.dk/kandidattest/FT26/profil/357,ok,Nicklas Stampe Raabjerg,Alternativet,27 år,Bachelor-/diplomuddannelse,,
358,https://www.altinget.dk/kandidattest/FT26/profil/358,ok,Steffen Tolstrup,Alternativet,35 år,Bachelor-/diplomuddannelse,,
359,https://www.altinget.dk/kandidattest/FT26/profil/359,ok,Torsten Gejl,Alternativet,62 år,Erhvervsuddannelse,,
360,https://www.altinget.dk/kandidattest/FT26/profil/360,ok,Nikoline Erbs Hillers-Bendtsen,Alternativet,24 år,Bachelor-/diplomuddannelse,,
361,https://www.altinget.dk/kandidattest/FT26/profil/361,ok,Juma Nellemann Kruse,Alternativet,53 år,Ikke oplyst,1972-12-03T00:00:00,
362,https://www.altinget.dk/kandidattest/FT26/profil/362,ok,Steffen Hedegaard Attermann Brinch,Alternativet,27 år,Erhvervsuddannelse,,
363,https://www.altinget.dk/kandidattest/FT26/profil/363,ok,Mads Damgaard Mortensen,Alternativet,31 år,Grundskole,1994-04-17T00:00:00,
364,https://www.altinget.dk/kandidattest/FT26/profil/364,ok,Coco Mette Cecilie Kjærgaard,Alternativet,45 år,Erhvervsuddannelse,,
365,https://www.altinget.dk/kandidattest/FT26/profil/365,ok,Mikael Winther,Alternativet,51 år,Kandidat-/masteruddannelse,1974-12-05T00:00:00,
