candidate_name,party_name,storkreds,query_used,search_engine,query_phase,result_title,result_snippet,profile_url,profile_handle,handle_score,name_score,party_score,context_score,total_score,status
Erik Flyvholm,Venstre,Vestjyllands Storkreds,"site:tiktok.com ""@erikflyvholm""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40erikflyvholm%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Erik Jensen,Socialdemokratiet,Københavns Storkreds,"site:tiktok.com ""@erikjensen""",ddg,2,Erik Jensen (@ erikjensen 7) | TikTok,Erik Jensen (@ erikjensen 7) on TikTok | 30 Followers. Watch the latest video from Erik Jensen (@ erikjensen 7).,https://www.tiktok.com/@erikjensen7,erikjensen7,35,25,8,0,68,possible_match
Erik Poulsen,Danmarksdemokraterne - Inger Støjberg,Østjyllands Storkreds,"site:tiktok.com ""Erik Poulsen""",ddg,2,Erik Poulsen (@poulsencrew) TikTok | Watch Erik Poulsen 's Newest...,poulsencrew. Erik Poulsen . Follow. 0.,https://www.tiktok.com/@poulsencrew,poulsencrew,18,25,0,0,43,manual_review
Erik Særkjær,Socialdemokratiet,Østjyllands Storkreds,"site:tiktok.com ""@eriksaerkjaer""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40eriksaerkjaer%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Erik Veje Rasmussen,Venstre,Østjyllands Storkreds,"site:tiktok.com ""@erikrasmussen""",ddg,4,arnt erik rasmussen｜TikTok Search,ErikRasmussen _. 104 followers • 6 videos. erikr4smussen.,https://www.tiktok.com/discover/arnt-erik-rasmussen,,0,16,8,0,24,manual_review
Esat Senturk,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Esat Senturk""",ddg,1,24 marta veya şimdi oyunu kullan! | TikTok,"45 Likes, TikTok video from EsatSenturk (@esatsenturkrv): “24 marta veya şimdi oyunu kullan!”. original lyd - EsatSenturk .",https://www.tiktok.com/@esatsenturkrv,esatsenturkrv,35,25,0,0,60,possible_match
Eva Bechmann,Danmarksdemokraterne - Inger Støjberg,Københavns Storkreds,"site:tiktok.com ""Eva Bechmann""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Eva+Bechmann%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Eva Borchorst Mejnertz,Socialdemokratiet,Vestjyllands Storkreds,"site:tiktok.com ""Eva Borchorst Mejnertz""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Eva+Borchorst+Mejnertz%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
"Eva Flyvholm 10,",Enhedslisten - De Rød-Grønne,Sjællands Storkreds,"site:tiktok.com ""@eva10""",ddg,4,Dance Challenge: Show Us Your Moves | TikTok,"1557 Likes, TikTok video from eva _jeanette10 (@ eva _jeanette10): “Join the dance challenge and slay with your best moves!",https://www.tiktok.com/@eva_jeanette10,eva_jeanette10,18,16,0,0,34,manual_review
Fatih Baran,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"site:tiktok.com ""Fatih Baran""",ddg,1,Fatih Baran (@ fatih . baran 54) | TikTok,TikTok'ta Fatih Baran (@ fatih . baran 54) |6527 Beğeni.573 Takipçi. Fatih Baran (@ fatih . baran 54) adlı kullanıcıdan en yeni videoyu izleyin.,https://www.tiktok.com/@fatih.baran54,fatih.baran54,35,25,0,0,60,possible_match
Fie Hækkerup,Socialdemokratiet,Nordsjællands Storkreds,"site:tiktok.com ""@fiehaekkerup""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40fiehaekkerup%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Filippa Emilie Vittrup,Enhedslisten - De Rød-Grønne,Nordjyllands Storkreds,"site:tiktok.com ""Filippa Emilie Vittrup""",ddg,2,Filippa Emilie (@filippavittrup) | TikTok,Filippa Emilie (@filippavittrup) på TikTok |11.6K likes.384 følgere.hestepige og folketingskandidat i nordjylland.Se den seneste video fra Filippa Emilie (@filippavittrup).,https://www.tiktok.com/@filippavittrup,filippavittrup,53,25,0,5,83,high_confidence
Filiz Sarah Thunø,Socialdemokratiet,Sjællands Storkreds,"site:tiktok.com ""Filiz Sarah Thunø""",ddg,2,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7529152855782018322&location=0&aid=1988,,0,0,8,0,8,manual_review
Finn Hartvig Nielsen,Radikale Venstre,Sydjyllands Storkreds,"site:tiktok.com ""@finnnielsen""",ddg,4,Finn Nielsen (@ finnnielsen 0) | TikTok,Finn Nielsen (@ finnnielsen 0) bei TikTok |80 Follower*innen.Schau dir das neueste Video von Finn Nielsen (@ finnnielsen 0) an.,https://www.tiktok.com/@finnnielsen0,finnnielsen0,34,16,8,0,58,possible_match
Flemming Møller Mortensen,Socialdemokratiet,Nordjyllands Storkreds,"site:tiktok.com ""Flemming Møller Mortensen""",ddg,2,Støvring Gymnasium Helle | TikTok,"...folketinget#fyp#foryoupage#foryou#flemmingmøller"".Ting der bare giver mening på Christiansborg | Grundloven | Flemming Møller Mortensen | ...Che La Luna - Louis Prima.",https://www.tiktok.com/discover/støvring-gymnasium-helle,,0,25,8,5,38,manual_review
Flemming Steenlykke,Borgernes Parti - Lars Boje Mathiesen,Københavns Storkreds,"site:tiktok.com ""Flemming Steenlykke""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Flemming+Steenlykke%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Franciska Rosenkilde,Alternativet,Københavns Storkreds,"site:tiktok.com ""Franciska Rosenkilde""",ddg,1,3 HURTIGE Med Franciska Rosenkilde Se hele ... - TikTok Reception for Ane Cortzens LILLE ANE SIGER FARVEL I samtale ... #demokratislovenija - TikTok lemonade - TikTok,"Oct 29, 2022 · 480 Likes, TikTok video from Jacob Jørgsholm (@jacob.jorgsholm): “3 HURTIGE Med Franciska Rosenkilde 🔴 Se hele videoen på YouTube “Jacob og Partilederne” #dkpol #valg2022 #folketingsval",https://www.tiktok.com/@jacob.jorgsholm,jacob.jorgsholm,0,25,15,5,45,possible_match
Frank Clausen,Liberal Alliance,Københavns Omegns Storkreds,"site:tiktok.com ""Frank Clausen""",ddg,1,frankclausen4 (@frankclausen4) | TikTok,"frankclausen4 (@frankclausen4) on TikTok | 695 Likes. 1056 Followers. I'm not a fool.Watch frankclausen4's popular videos: """", """". Join 1056 followers on TikTok for more communityfest2025 content",https://www.tiktok.com/@frankclausen4,frankclausen4,35,25,8,0,68,possible_match
Frederik Blicher Pedersen,Liberal Alliance,Nordjyllands Storkreds,"site:tiktok.com ""@frederikpedersen""",ddg,4,Frederik Pedersen (@ frederikpedersen 95) | TikTok,Frederik Pedersen (@ frederikpedersen 95) on TikTok | 4969 Likes. 80 Followers. Watch the latest video from Frederik Pedersen (@ frederikpedersen 95).,https://www.tiktok.com/@frederikpedersen95,frederikpedersen95,34,16,8,0,58,possible_match
Frederik Bloch Münster,Det Konservative Folkeparti,Sydjyllands Storkreds,"site:tiktok.com ""Frederik Bloch Münster""",ddg,2,Hvordan udtaler man Wechselschild? | TikTok,victorsbiler. @ Frederik Bloch Münster hvordan har du klaret den?,https://www.tiktok.com/@victorsbiler,victorsbiler,0,25,8,0,33,manual_review
Frederik Germann,Det Konservative Folkeparti,Nordsjællands Storkreds,"site:tiktok.com ""Frederik Germann""",ddg,2,"King Frederik of Denmark speaks German, French ... - TikTok","71 Likes, TikTok video from Rhaenyra Targ (@lascasasreales): “King Frederik of Denmark speaks German, French, English, and Danish #kingfrederikofdenmark #kingfrederik #kingfrederikx #queenmaryofdenmar",https://www.tiktok.com/@lascasasreales,lascasasreales,0,12,8,0,20,manual_review
Frederik Grünfeld,Liberal Alliance,Sjællands Storkreds,"site:tiktok.com ""Frederik Grünfeld""",ddg,2,5M posts. Discover videos related to Frederik Guldbrandsen on TikTok.,TikTok video from Frederik Grünfeld (@stem_frederik): “Endnu en tåkrummende politiker på TikTok som gerne vil vælges.,https://www.tiktok.com/discover/frederik-guldbrandsen,,0,25,8,5,38,manual_review
Frederik Houmann Thuesen,Venstre,Vestjyllands Storkreds,"site:tiktok.com ""@frederikhoumannthuesen""",ddg,1,FrederikHoumannThuesen (@frederikhoumannth) | TikTok,"FrederikHoumannThuesen (@frederikhoumannth) på TikTok |3257 likes.198 følgere.Ung byrådspolitiker fra Viborg Mere golf, mindre gøgl .Se den seneste video fra...",https://www.tiktok.com/@frederikhoumannth,frederikhoumannth,0,25,8,5,38,manual_review
Frederik Klakk,Liberal Alliance,Sydjyllands Storkreds,"site:tiktok.com ""@frederikklakk""",ddg,1,Stop the Garbage Tyranny! | TikTok,"29 Likes, TikTok video from #SætHakVedKlakk (@ frederikklakk ): “Join the fight against waste tyranny! Discover how you can contribute to a cleaner future in Sønderjylland.",https://www.tiktok.com/@frederikklakk,frederikklakk,55,25,8,0,88,high_confidence
Frederik Lau Petersen,Moderaterne,Københavns Omegns Storkreds,"site:tiktok.com ""Frederik Lau Petersen""",ddg,2,Frederik Lau Petersen on TikTok Hvilken lyd passer bedst? … #folketingsvalg26 # ... - TikTok Frederik Lau Petersen on TikTok Frederik Lau Petersen on TikTok Frederik Lau Petersen on TikTok Frederik Lau Petersen on TikTok #fredericklau - TikTok,frederik_lau_petersen Frederik Lau Petersen · 1h ago Follow De andre kan stemme d. 24… #folketingsvalg26 #valg2026 #folketingsvalg #politik #valg YMCA - Village People TikTok video from Frederik Lau P,https://www.tiktok.com/@frederik_lau_petersen,frederik_lau_petersen,55,25,15,5,100,high_confidence
Frederik Lundberg,Borgernes Parti - Lars Boje Mathiesen,Københavns Omegns Storkreds,"site:tiktok.com ""Frederik Lundberg""",ddg,1,The MeatStick (@the.meatstick) | TikTok,Beautiful lamb rack made by @ frederik _ lundberg #TheMeatStick #Grilling #LambChop #PitMasters #BBQLife created by The MeatStick with The MeatStick’s original sound - The MeatStick.,https://www.tiktok.com/@the.meatstick,the.meatstick,0,25,8,0,33,manual_review
Frederik Max Krag,Liberal Alliance,Sjællands Storkreds,"site:tiktok.com ""@frederikmaxkrag""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Frederik Rosberg,Radikale Venstre,Københavns Storkreds,"site:tiktok.com ""Frederik Rosberg""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7549578173617327365&location=0&aid=1988,,0,0,0,0,0,no_match
Frederik Storm,Danmarksdemokraterne - Inger Støjberg,Nordjyllands Storkreds,"site:tiktok.com ""Frederik Storm""",ddg,1,Frederik Storm (@frederikstorm) TikTok | Watch Frederik...,frederikstorm. Frederik Storm . Подписаться. 9167Подписки.,https://www.tiktok.com/@frederikstorm,frederikstorm,55,25,0,0,80,high_confidence
Frederik Vad,Socialdemokratiet,Sjællands Storkreds,"site:tiktok.com ""Frederik Vad""",ddg,2,Frederik Vad (@ frederik . vad ) | TikTok,Frederik Vad (@ frederik . vad ) på TikTok |8401 likes.587 følgere.Se den seneste video fra Frederik Vad (@ frederik . vad ).,https://www.tiktok.com/@frederik.vad,frederik.vad,55,25,8,0,88,high_confidence
Freja Brandhøj,Liberal Alliance,Københavns Omegns Storkreds,"site:tiktok.com ""Freja Brandhøj""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Freja Eva Lockenwitz,Radikale Venstre,Nordsjællands Storkreds,"site:tiktok.com ""@frejaevalockenwitz""",ddg,1,I don’t think so | TikTok,"#MGP #Rudersdal #radikalevenstre #Kommunalvalg2025 # FrejaEvaLockenwitz |Girl, whatever...",https://www.tiktok.com/@taehyungsby,taehyungsby,0,25,8,0,33,manual_review
Frida Bruun,Moderaterne,Sydjyllands Storkreds,"site:tiktok.com ""@fridabruun""",ddg,1,Mine bedste veninder på Marselisborg Gymnasium | TikTok,mine bedste veninder #marselisborggymnasium #foryou @Carla @ FridaBruun .,https://www.tiktok.com/@almadamgaardd,almadamgaardd,0,25,8,0,33,manual_review
Frida Qvist Kristensen,Moderaterne,Sjællands Storkreds,"site:tiktok.com ""@fridakristensen""",ddg,4,frida! (@esnydefender) | TikTok,15 | she/her pink and blue forever.. linktr.ee/ fridakristensen . Videos. Favorites.,https://www.tiktok.com/@esnydefender,esnydefender,0,16,8,0,24,manual_review
Gabriel Aaen,Det Konservative Folkeparti,Nordjyllands Storkreds,"site:tiktok.com ""Gabriel Aaen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Gabriel+Aaen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Gert Bjerregaard,Venstre,Østjyllands Storkreds,"site:tiktok.com ""Gert Bjerregaard""",ddg,2,RGU Aarhus (@rgu.aarhus) | TikTok,"Gert Bjerregaard fra Venstre synes, det er en god idé at fratage indvandrerfamilier retten til at få børn. Del opslaget og hjælp os med at vise ham, at han tager f*cking fejl...",https://www.tiktok.com/@rgu.aarhus,rgu.aarhus,0,25,15,0,40,manual_review
Gert Bækgaard,Venstre,Vestjyllands Storkreds,"site:tiktok.com ""@gertbaekgaard""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40gertbaekgaard%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Gert Løfgren,Dansk Folkeparti,Nordsjællands Storkreds,"site:tiktok.com ""@gertlofgren""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40gertlofgren%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Gitte Bjerremand Andersen,Moderaterne,Sydjyllands Storkreds,"site:tiktok.com ""@gitteandersen""",ddg,4,Gitte Andersen (@ gitteandersen 82) | TikTok,Gitte Andersen (@ gitteandersen 82) på TikTok |2768 likes.801 følgere.Se den seneste video fra Gitte Andersen (@ gitteandersen 82).,https://www.tiktok.com/@gitteandersen82,gitteandersen82,34,16,8,0,58,possible_match
Gitte Dreier Jacobsen,Alternativet,Østjyllands Storkreds,"site:tiktok.com ""@gittedreierjacobsen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40gittedreierjacobsen%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Gitte Eriksen,Det Konservative Folkeparti,Sydjyllands Storkreds,"site:tiktok.com ""@gitteeriksen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40gitteeriksen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Gorm Hoff Lauridsen,Det Konservative Folkeparti,Vestjyllands Storkreds,"site:tiktok.com ""Gorm Hoff Lauridsen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Gorm+Hoff+Lauridsen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Gorm Simonsen,Radikale Venstre,Nordjyllands Storkreds,"site:tiktok.com ""Gorm Simonsen""",ddg,2,#gormsimonsen - TikTok,gorm simonsen | Watch the latest videos about # gormsimonsen on TikTok.,https://www.tiktok.com/tag/gormsimonsen,,0,25,8,0,33,manual_review
Gunver Birgitte Nielsen,Det Konservative Folkeparti,Sydjyllands Storkreds,"site:tiktok.com ""@gunverbirgittenielsen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40gunverbirgittenielsen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Gunvor Wibroe,Socialdemokratiet,Københavns Omegns Storkreds,"site:tiktok.com ""Gunvor Wibroe""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Gunvor+Wibroe%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Gustav Wilde,Liberal Alliance,Fyns Storkreds,"site:tiktok.com ""Gustav Wilde""",ddg,1,Gustav Wilde (@megustav) | TikTok,Gustav Wilde (@megustav) on TikTok | 23 Followers. Watch the latest video from Gustav Wilde (@megustav).,https://www.tiktok.com/@megustav,megustav,0,25,8,0,33,manual_review
HP Beck,Liberal Alliance,Nordjyllands Storkreds,"site:tiktok.com ""HP Beck""",ddg,1,Oki so his birthday is on the 5th but idc #fypシ゚viral tiktok... | TikTok,See the signs in the numbers befo|Me/Melissa I love you you are cuteeee @sinem.xxxxxx6. hp | BECK 'STAGE R2 FREESTYLE_SÓC NÂU VS...,https://www.tiktok.com/@beryl_goofball,beryl_goofball,0,25,0,0,25,manual_review
Halime Oguz,SF - Socialistisk Folkeparti,Københavns Storkreds,"site:tiktok.com ""Halime Oguz""",ddg,1,"“Jeg tog fejl. Undskyld” Kom så, @Halime Oguz - TikTok","Dec 9, 2025 · 671 Likes, TikTok video from saraelkhatib (@saraelkhatib_): ““Jeg tog fejl. Undskyld” Kom så, @ Halime Oguz – du kan godt sige det.”. original sound - saraelkhatib.",https://www.tiktok.com/@saraelkhatib_,saraelkhatib_,0,25,0,0,25,manual_review
Hanne Bjørn,Liberal Alliance,Københavns Omegns Storkreds,"site:tiktok.com ""@hannebjorn""",ddg,3,Folketinget Og Tiktoksprog | TikTok,Лайки: 24.Видео в TikTok (тикток) от пользователя Hanne Bjørn-Klausen (@ hannebjorn ): «De siger at det er her på Tik Tok man får de unge stemmer?,https://www.tiktok.com/discover/folketinget-og-tiktoksprog,,0,25,8,5,38,manual_review
Hanne Frølund,Radikale Venstre,Vestjyllands Storkreds,"site:tiktok.com ""@hannefrolund""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40hannefrolund%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Hanne K. Mortensen,Alternativet,Østjyllands Storkreds,"site:tiktok.com ""@hannemortensen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40hannemortensen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Hanne Roed,Radikale Venstre,Østjyllands Storkreds,"site:tiktok.com ""@hanneroed""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40hanneroed%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Hans Andersen,Venstre,Nordsjællands Storkreds,"site:tiktok.com ""Hans Andersen""",ddg,2,Hans Andersen (@hansandersenvenstre) | TikTok,"Hans Andersen (@hansandersenvenstre) on TikTok | 149 Likes. 115 Followers. Gift, far til fem, 47 år, medlem af Folketinget.",https://www.tiktok.com/@hansandersenvenstre,hansandersenvenstre,35,25,15,5,80,high_confidence
Hans Biering Fonsbøl,Alternativet,Sydjyllands Storkreds,"site:tiktok.com ""@hansbieringfonsbol""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40hansbieringfonsbol%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Hans Blaaberg,Dansk Folkeparti,Københavns Omegns Storkreds,"site:tiktok.com ""Hans Blaaberg""",ddg,1,#derekblasberg - TikTok,"lahautesociete Poppy Delevingne, soeur de Cara Delevingne et descendante du premier vicomte de Greenwood, dans une boutique de souvenirs à Paris avec les journalistes Alexa Chung et Derek Blasberg, qu",https://www.tiktok.com/tag/derekblasberg,,0,0,0,0,0,no_match
Hans Jensen,Enhedslisten - De Rød-Grønne,Nordjyllands Storkreds,"site:tiktok.com ""Hans Jensen""",ddg,2,Martin Hans Jensen (@martinhansjensen) | TikTok,Martin Hans Jensen (@martinhansjensen) på TikTok |3617 likes.99 følgere.twitch.tv/dj_martinhansjensen.Se den seneste video fra Martin Hans Jensen ...,https://www.tiktok.com/@martinhansjensen,martinhansjensen,18,25,0,0,43,manual_review
Hans Jørgen Adamsen,Venstre,Nordjyllands Storkreds,"site:tiktok.com ""@hansjorgenadamsen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40hansjorgenadamsen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Hans Kristian Skibby,Danmarksdemokraterne - Inger Støjberg,Østjyllands Storkreds,"site:tiktok.com ""@hanskristianskibby""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40hanskristianskibby%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Hans Skou,Venstre,Østjyllands Storkreds,"site:tiktok.com ""Hans Skou""",ddg,2,Stem på Brian O'Brien Grønvold til Københavns kommunalvalg | TikTok,Stem på Hans Skou til kommunalvalget i København for at styrke kampen mod ghettoloven. #kv25 #dkpol #ghettolov #diskrimination #arbejderklasse #bolig #almenmodstand.,https://www.tiktok.com/@kommunistisk.parti,kommunistisk.parti,0,25,8,0,33,manual_review
Hediye Temiz,Radikale Venstre,Nordsjællands Storkreds,"site:tiktok.com ""Hediye Temiz""",ddg,2,Hediye Temiz (@Hediyedptemiz) | TikTok,I’ll always be there for my babies @emintazra #fy #fyp #viral #denmark created by Hediye Temiz with Yung Lean’s Ginseng Strip 2002.,https://www.tiktok.com/@hediyedptemiz,hediyedptemiz,18,25,8,0,51,possible_match
Helena Artmann Andresen,Liberal Alliance,Sydjyllands Storkreds,"site:tiktok.com ""Helena Artmann Andresen""",ddg,2,Helena Artmann Andresen | TikTok,"Mød Helena Artmann Andresen , et ungt folketingsmedlem, der kæmper for frihed og ansvar som del af Liberal Alliance. Få indsigt i hendes politiske vision. helena artmann andresen , ung...",https://www.tiktok.com/discover/helena-artmann-andresen,,0,25,15,5,45,possible_match
Helena Hedegaard Udsen,Enhedslisten - De Rød-Grønne,Sjællands Storkreds,"site:tiktok.com ""Helena Hedegaard Udsen""",ddg,2,helena_hedegaard_udsen on TikTok,"82 Likes, TikTok video from helena_hedegaard_udsen (@helena_hedegaard_): “@Enhedslisten ser ikke bare til, når der sker et folkemord. Derfor stiller vi i dag, tre forslag i Region Hovedstaden 🍉”.",https://www.tiktok.com/@helena_hedegaard_,helena_hedegaard_,0,25,15,0,40,manual_review
Helena Tjørnelund Christensen,Radikale Venstre,Sjællands Storkreds,"site:tiktok.com ""@helenatjornelundchristensen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40helenatjornelundchristensen%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Helene Brochmann,SF - Socialistisk Folkeparti,Københavns Omegns Storkreds,"site:tiktok.com ""Helene Brochmann""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Helene+Brochmann%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Helene Brydensholt,Alternativet,Nordsjællands Storkreds,"site:tiktok.com ""Helene Brydensholt""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Helene+Brydensholt%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Helene Fagerhøj,Det Konservative Folkeparti,Københavns Storkreds,"site:tiktok.com ""Helene Fagerhøj""",ddg,1,Flæk mit fjæs i København: Event Onsdag | TikTok,"383 Likes, TikTok video from Helene Fagerhøj (@helenefagerhoej): “Deltag i sjov og overraskelse onsdag på Bogfinkevej.",https://www.tiktok.com/@helenefagerhoej,helenefagerhoej,0,25,8,0,33,manual_review
Helene Hellesøe Appel,Enhedslisten - De Rød-Grønne,Sydjyllands Storkreds,"site:tiktok.com ""@helenehellesoeappel""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40helenehellesoeappel%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Helene Langager,Radikale Venstre,Københavns Storkreds,"site:tiktok.com ""Helene Langager""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Helene+Langager%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Helene Lykke,Liberal Alliance,Sydjyllands Storkreds,"site:tiktok.com ""Helene Lykke""",ddg,2,Celebrating Love with Isabella Felde | TikTok,"137 Likes, TikTok video from Lykke (@ lykke .aarvikk): “Join us in celebrating love with Isabella Felde as we explore heartfelt connections and joyful moments.",https://www.tiktok.com/@lykke.aarvikk,lykke.aarvikk,18,12,8,0,38,manual_review
Helge Bo Jensen,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"site:tiktok.com ""@helgejensen""",ddg,4,Allan Helge Jensen｜Поиск в TikTok,helgejensen . 1290 просм. jensenallen.,https://www.tiktok.com/discover/Allan-Helge-Jensen?lang=ru-RU,,0,16,0,0,16,manual_review
