candidate_key,candidate_name,party_name,storkreds,kommune,candidate_votes_muni_2026,party_votes_muni_2026,candidate_votes_total_2026,party_votes_total_2026,vote_share_of_party_muni_2026,vote_share_of_party_total_2026,age_num,education,birthdate,tiktok_exists,videos_total_2026,videos_last_7d,videos_last_14d,videos_last_30d,videos_last_90d,log_videos_last_7d,log_videos_last_14d,log_videos_last_30d,log_videos_last_90d,log_videos_total_2026,municipality_code,Andel 18+-årige,Andel 18-66-årige,Andel 25-64-årige,Andel almennyttige boliger,Andel ejerboliger,Befolkningsandel i bymæssig bebyggelse,Befolkningstæthed (indb/km2),Indbyggertal 1. januar,Socioøkonomisk indeks,Statsgar. udskrivningsgrundlag pr. indb. (fra 2007),young_area_share,young_area_variable_name,prior_vote_share_of_party_2022,prior_party_rank_2022
Aksel Rosager Johansen || Enhedslisten - De Rød-Grønne || vestjylland,Aksel Rosager Johansen,Enhedslisten - De Rød-Grønne,vestjylland,Herning Kommune,15,115,193,86659,0.13043478260869565,0.0022271200913927002,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657,795.0,605.0,500.0,151.0,523.0,871.0,680.0,900060.0,91.0,2039460.0,,,0.004448732379267835,22.0
Flemming Møller Mortensen || Socialdemokratiet || nordjylland,Flemming Møller Mortensen,Socialdemokratiet,nordjylland,Læsø Kommune,3,179,5824,369428,0.01675977653631285,0.01576491224271035,0.0,Bachelor-/diplomuddannelse,1963-07-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825,884.0,496.0,419.0,47.0,452.0,597.0,140.0,17190.0,117.0,1906360.0,,,0.0173823729156026,22.0
Flemming Møller Mortensen || Socialdemokratiet || nordjylland,Flemming Møller Mortensen,Socialdemokratiet,nordjylland,Mariagerfjord Kommune,277,5031,5824,369428,0.05505863645398529,0.01576491224271035,0.0,Bachelor-/diplomuddannelse,1963-07-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846,816.0,589.0,496.0,87.0,556.0,779.0,580.0,416060.0,101.0,2030710.0,,,0.0173823729156026,22.0
Flemming Møller Mortensen || Socialdemokratiet || nordjylland,Flemming Møller Mortensen,Socialdemokratiet,nordjylland,Morsø Kommune,8,3473,5824,369428,0.002303484019579614,0.01576491224271035,0.0,Bachelor-/diplomuddannelse,1963-07-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773,820.0,565.0,468.0,90.0,566.0,642.0,530.0,195200.0,113.0,2003220.0,,,0.0173823729156026,22.0
Flemming Møller Mortensen || Socialdemokratiet || nordjylland,Flemming Møller Mortensen,Socialdemokratiet,nordjylland,Rebild Kommune,1259,3779,5824,369428,0.33315691982005824,0.01576491224271035,0.0,Bachelor-/diplomuddannelse,1963-07-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840,767.0,579.0,496.0,58.0,684.0,712.0,500.0,309420.0,73.0,2156290.0,,,0.0173823729156026,22.0
Flemming Møller Mortensen || Socialdemokratiet || nordjylland,Flemming Møller Mortensen,Socialdemokratiet,nordjylland,Thisted Kommune,18,5857,5824,369428,0.003073245688919242,0.01576491224271035,0.0,Bachelor-/diplomuddannelse,1963-07-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787,810.0,576.0,474.0,91.0,586.0,707.0,400.0,426980.0,104.0,2003150.0,,,0.0173823729156026,22.0
Flemming Møller Mortensen || Socialdemokratiet || nordjylland,Flemming Møller Mortensen,Socialdemokratiet,nordjylland,Vesthimmerlands Kommune,1056,3327,5824,369428,0.3174030658250676,0.01576491224271035,0.0,Bachelor-/diplomuddannelse,1963-07-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820,814.0,581.0,485.0,93.0,545.0,715.0,470.0,358180.0,111.0,2040210.0,,,0.0173823729156026,22.0
Flemming Steenlykke || Borgernes Parti - Lars Boje Mathiesen || københavn,Flemming Steenlykke,Borgernes Parti - Lars Boje Mathiesen,københavn,Dragør Kommune,2,12,203,22238,0.16666666666666666,0.009128518751686302,0.0,Bachelor-/diplomuddannelse,1989-02-17T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,774.0,538.0,461.0,150.0,743.0,976.0,7900.0,144500.0,61.0,2859160.0,,,,
Flemming Steenlykke || Borgernes Parti - Lars Boje Mathiesen || københavn,Flemming Steenlykke,Borgernes Parti - Lars Boje Mathiesen,københavn,Frederiksberg Kommune,19,53,203,22238,0.3584905660377358,0.009128518751686302,0.0,Bachelor-/diplomuddannelse,1989-02-17T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,836.0,678.0,556.0,102.0,475.0,1000.0,121660.0,1058400.0,74.0,2756960.0,,,,
Flemming Steenlykke || Borgernes Parti - Lars Boje Mathiesen || københavn,Flemming Steenlykke,Borgernes Parti - Lars Boje Mathiesen,københavn,Københavns Kommune,163,364,203,22238,0.4478021978021978,0.009128518751686302,0.0,Bachelor-/diplomuddannelse,1989-02-17T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,834.0,740.0,612.0,180.0,463.0,1000.0,73390.0,6670990.0,103.0,2289340.0,,,,
Flemming Steenlykke || Borgernes Parti - Lars Boje Mathiesen || københavn,Flemming Steenlykke,Borgernes Parti - Lars Boje Mathiesen,københavn,Tårnby Kommune,19,58,203,22238,0.3275862068965517,0.009128518751686302,0.0,Bachelor-/diplomuddannelse,1989-02-17T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,778.0,608.0,513.0,355.0,518.0,993.0,6660.0,440340.0,105.0,2155510.0,,,,
Franciska Rosenkilde || Alternativet || københavn,Franciska Rosenkilde,Alternativet,københavn,Dragør Kommune,106,133,11385,44532,0.7969924812030075,0.25565885206143896,0.0,Ikke oplyst,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155,774.0,538.0,461.0,150.0,743.0,976.0,7900.0,144500.0,61.0,2859160.0,,,0.5631524195573412,1.0
Franciska Rosenkilde || Alternativet || københavn,Franciska Rosenkilde,Alternativet,københavn,Frederiksberg Kommune,1458,2364,11385,44532,0.616751269035533,0.25565885206143896,0.0,Ikke oplyst,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147,836.0,678.0,556.0,102.0,475.0,1000.0,121660.0,1058400.0,74.0,2756960.0,,,0.5631524195573412,1.0
Franciska Rosenkilde || Alternativet || københavn,Franciska Rosenkilde,Alternativet,københavn,Københavns Kommune,9623,17848,11385,44532,0.5391640519946213,0.25565885206143896,0.0,Ikke oplyst,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,834.0,740.0,612.0,180.0,463.0,1000.0,73390.0,6670990.0,103.0,2289340.0,,,0.5631524195573412,1.0
Franciska Rosenkilde || Alternativet || københavn,Franciska Rosenkilde,Alternativet,københavn,Tårnby Kommune,198,386,11385,44532,0.5129533678756477,0.25565885206143896,0.0,Ikke oplyst,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185,778.0,608.0,513.0,355.0,518.0,993.0,6660.0,440340.0,105.0,2155510.0,,,0.5631524195573412,1.0
Frank Clausen || Liberal Alliance || københavns omegn,Frank Clausen,Liberal Alliance,københavns omegn,Albertslund Kommune,6,111,218,117371,0.05405405405405406,0.001857358291230372,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165,794.0,623.0,504.0,474.0,319.0,996.0,12020.0,281170.0,154.0,1875180.0,,,,
Frank Clausen || Liberal Alliance || københavns omegn,Frank Clausen,Liberal Alliance,københavns omegn,Ballerup Kommune,11,299,218,117371,0.03678929765886288,0.001857358291230372,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151,793.0,618.0,514.0,494.0,335.0,996.0,15620.0,529390.0,126.0,2072270.0,,,,
Frank Clausen || Liberal Alliance || københavns omegn,Frank Clausen,Liberal Alliance,københavns omegn,Brøndby Kommune,16,130,218,117371,0.12307692307692308,0.001857358291230372,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,796.0,640.0,528.0,544.0,262.0,999.0,19240.0,404010.0,161.0,1702120.0,,,,
Frank Clausen || Liberal Alliance || københavns omegn,Frank Clausen,Liberal Alliance,københavns omegn,Gentofte Kommune,25,1095,218,117371,0.0228310502283105,0.001857358291230372,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157,787.0,590.0,491.0,41.0,643.0,1000.0,29330.0,750760.0,64.0,4171870.0,,,,
Frank Clausen || Liberal Alliance || københavns omegn,Frank Clausen,Liberal Alliance,københavns omegn,Gladsaxe Kommune,19,452,218,117371,0.0420353982300885,0.001857358291230372,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159,782.0,631.0,525.0,340.0,429.0,1000.0,28500.0,709580.0,106.0,2301580.0,,,,
Frank Clausen || Liberal Alliance || københavns omegn,Frank Clausen,Liberal Alliance,københavns omegn,Glostrup Kommune,0,120,218,117371,0.0,0.001857358291230372,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,805.0,647.0,538.0,352.0,408.0,999.0,18700.0,248690.0,12.0,2097720.0,,,,
Frank Clausen || Liberal Alliance || københavns omegn,Frank Clausen,Liberal Alliance,københavns omegn,Herlev Kommune,3,286,218,117371,0.01048951048951049,0.001857358291230372,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163,788.0,621.0,515.0,529.0,319.0,999.0,25440.0,307840.0,122.0,2036870.0,,,,
Frank Clausen || Liberal Alliance || københavns omegn,Frank Clausen,Liberal Alliance,københavns omegn,Hvidovre Kommune,12,245,218,117371,0.04897959183673469,0.001857358291230372,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167,780.0,620.0,517.0,382.0,477.0,1000.0,23480.0,537600.0,118.0,2100410.0,,,,
Frank Clausen || Liberal Alliance || københavns omegn,Frank Clausen,Liberal Alliance,københavns omegn,Høje-Taastrup Kommune,29,275,218,117371,0.10545454545454545,0.001857358291230372,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,792.0,647.0,542.0,208.0,515.0,972.0,7550.0,590590.0,119.0,1845130.0,,,,
Frank Clausen || Liberal Alliance || københavns omegn,Frank Clausen,Liberal Alliance,københavns omegn,Ishøj Kommune,55,118,218,117371,0.4661016949152542,0.001857358291230372,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183,787.0,644.0,532.0,460.0,389.0,978.0,9190.0,243650.0,163.0,1791240.0,,,,
Frank Clausen || Liberal Alliance || københavns omegn,Frank Clausen,Liberal Alliance,københavns omegn,Lyngby-Taarbæk Kommune,17,569,218,117371,0.029876977152899824,0.001857358291230372,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173,798.0,620.0,496.0,198.0,505.0,997.0,15130.0,587130.0,71.0,3045780.0,,,,
Frank Clausen || Liberal Alliance || københavns omegn,Frank Clausen,Liberal Alliance,københavns omegn,Rødovre Kommune,13,207,218,117371,0.06280193236714976,0.001857358291230372,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,789.0,632.0,532.0,394.0,376.0,1000.0,36670.0,447340.0,119.0,2006800.0,,,,
Frank Clausen || Liberal Alliance || københavns omegn,Frank Clausen,Liberal Alliance,københavns omegn,Vallensbæk Kommune,12,107,218,117371,0.11214953271028037,0.001857358291230372,0.0,Kandidat-/masteruddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187,766.0,604.0,506.0,71.0,623.0,995.0,19290.0,183220.0,83.0,2019040.0,,,,
Frederik Blicher Pedersen || Liberal Alliance || nordjylland,Frederik Blicher Pedersen,Liberal Alliance,nordjylland,Aalborg Kommune,20,5426,40,117371,0.003685956505713233,0.00034079968646428844,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851,823.0,657.0,518.0,237.0,397.0,933.0,1970.0,2246120.0,97.0,2006210.0,,,,
Frederik Blicher Pedersen || Liberal Alliance || nordjylland,Frederik Blicher Pedersen,Liberal Alliance,nordjylland,Brønderslev Kommune,1,800,40,117371,0.00125,0.00034079968646428844,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810,791.0,582.0,492.0,115.0,584.0,748.0,580.0,367060.0,10.0,1908260.0,,,,
Frederik Blicher Pedersen || Liberal Alliance || nordjylland,Frederik Blicher Pedersen,Liberal Alliance,nordjylland,Frederikshavn Kommune,3,879,40,117371,0.0034129692832764505,0.00034079968646428844,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813,835.0,573.0,481.0,201.0,482.0,874.0,890.0,578820.0,111.0,2018160.0,,,,
Frederik Blicher Pedersen || Liberal Alliance || nordjylland,Frederik Blicher Pedersen,Liberal Alliance,nordjylland,Hjørring Kommune,4,1026,40,117371,0.003898635477582846,0.00034079968646428844,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860,817.0,583.0,484.0,123.0,536.0,768.0,680.0,633110.0,103.0,1993090.0,,,,
Frederik Blicher Pedersen || Liberal Alliance || nordjylland,Frederik Blicher Pedersen,Liberal Alliance,nordjylland,Jammerbugt Kommune,1,807,40,117371,0.0012391573729863693,0.00034079968646428844,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849,810.0,572.0,481.0,79.0,603.0,755.0,440.0,379540.0,97.0,1958150.0,,,,
Frederik Blicher Pedersen || Liberal Alliance || nordjylland,Frederik Blicher Pedersen,Liberal Alliance,nordjylland,Læsø Kommune,0,22,40,117371,0.0,0.00034079968646428844,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825,884.0,496.0,419.0,47.0,452.0,597.0,140.0,17190.0,117.0,1906360.0,,,,
Frederik Blicher Pedersen || Liberal Alliance || nordjylland,Frederik Blicher Pedersen,Liberal Alliance,nordjylland,Mariagerfjord Kommune,1,694,40,117371,0.001440922190201729,0.00034079968646428844,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846,816.0,589.0,496.0,87.0,556.0,779.0,580.0,416060.0,101.0,2030710.0,,,,
Frederik Blicher Pedersen || Liberal Alliance || nordjylland,Frederik Blicher Pedersen,Liberal Alliance,nordjylland,Morsø Kommune,2,364,40,117371,0.005494505494505495,0.00034079968646428844,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773,820.0,565.0,468.0,90.0,566.0,642.0,530.0,195200.0,113.0,2003220.0,,,,
Frederik Blicher Pedersen || Liberal Alliance || nordjylland,Frederik Blicher Pedersen,Liberal Alliance,nordjylland,Rebild Kommune,3,690,40,117371,0.004347826086956522,0.00034079968646428844,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840,767.0,579.0,496.0,58.0,684.0,712.0,500.0,309420.0,73.0,2156290.0,,,,
Frederik Blicher Pedersen || Liberal Alliance || nordjylland,Frederik Blicher Pedersen,Liberal Alliance,nordjylland,Thisted Kommune,1,1651,40,117371,0.0006056935190793458,0.00034079968646428844,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787,810.0,576.0,474.0,91.0,586.0,707.0,400.0,426980.0,104.0,2003150.0,,,,
Frederik Blicher Pedersen || Liberal Alliance || nordjylland,Frederik Blicher Pedersen,Liberal Alliance,nordjylland,Vesthimmerlands Kommune,4,565,40,117371,0.007079646017699115,0.00034079968646428844,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,820,814.0,581.0,485.0,93.0,545.0,715.0,470.0,358180.0,111.0,2040210.0,,,,
Frederik Bloch Münster || Det Konservative Folkeparti || sydjylland,Frederik Bloch Münster,Det Konservative Folkeparti,sydjylland,Aabenraa Kommune,56,855,2081,133656,0.06549707602339182,0.015569821033099899,0.0,Kandidat-/masteruddannelse,1994-11-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,580,811.0,581.0,483.0,179.0,544.0,808.0,620.0,586210.0,112.0,1970260.0,,,0.02637920758726128,12.0
Frederik Bloch Münster || Det Konservative Folkeparti || sydjylland,Frederik Bloch Münster,Det Konservative Folkeparti,sydjylland,Billund Kommune,65,234,2081,133656,0.2777777777777778,0.015569821033099899,0.0,Kandidat-/masteruddannelse,1994-11-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530,799.0,599.0,502.0,176.0,552.0,831.0,500.0,271680.0,102.0,2100480.0,,,0.02637920758726128,12.0
Frederik Bloch Münster || Det Konservative Folkeparti || sydjylland,Frederik Bloch Münster,Det Konservative Folkeparti,sydjylland,Esbjerg Kommune,1159,1622,2081,133656,0.7145499383477188,0.015569821033099899,0.0,Kandidat-/masteruddannelse,1994-11-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561,808.0,606.0,500.0,242.0,485.0,917.0,1450.0,1151570.0,109.0,2094450.0,,,0.02637920758726128,12.0
Frederik Bloch Münster || Det Konservative Folkeparti || sydjylland,Frederik Bloch Münster,Det Konservative Folkeparti,sydjylland,Fanø Kommune,77,90,2081,133656,0.8555555555555555,0.015569821033099899,0.0,Kandidat-/masteruddannelse,1994-11-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563,836.0,475.0,403.0,74.0,549.0,890.0,540.0,32700.0,7.0,2303270.0,,,0.02637920758726128,12.0
Frederik Bloch Münster || Det Konservative Folkeparti || sydjylland,Frederik Bloch Münster,Det Konservative Folkeparti,sydjylland,Fredericia Kommune,49,507,2081,133656,0.09664694280078895,0.015569821033099899,0.0,Kandidat-/masteruddannelse,1994-11-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607,813.0,614.0,514.0,250.0,437.0,965.0,3940.0,526160.0,124.0,2096230.0,,,0.02637920758726128,12.0
Frederik Bloch Münster || Det Konservative Folkeparti || sydjylland,Frederik Bloch Münster,Det Konservative Folkeparti,sydjylland,Haderslev Kommune,82,744,2081,133656,0.11021505376344086,0.015569821033099899,0.0,Kandidat-/masteruddannelse,1994-11-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510,816.0,593.0,491.0,184.0,507.0,808.0,680.0,553540.0,117.0,1976310.0,,,0.02637920758726128,12.0
Frederik Bloch Münster || Det Konservative Folkeparti || sydjylland,Frederik Bloch Münster,Det Konservative Folkeparti,sydjylland,Kolding Kommune,101,1475,2081,133656,0.06847457627118644,0.015569821033099899,0.0,Kandidat-/masteruddannelse,1994-11-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621,797.0,617.0,510.0,190.0,483.0,893.0,1590.0,958970.0,99.0,2085960.0,,,0.02637920758726128,12.0
Frederik Bloch Münster || Det Konservative Folkeparti || sydjylland,Frederik Bloch Münster,Det Konservative Folkeparti,sydjylland,Sønderborg Kommune,72,583,2081,133656,0.1234991423670669,0.015569821033099899,0.0,Kandidat-/masteruddannelse,1994-11-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540,820.0,588.0,481.0,232.0,497.0,880.0,1490.0,740960.0,114.0,2046500.0,,,0.02637920758726128,12.0
Frederik Bloch Münster || Det Konservative Folkeparti || sydjylland,Frederik Bloch Münster,Det Konservative Folkeparti,sydjylland,Tønder Kommune,47,223,2081,133656,0.21076233183856502,0.015569821033099899,0.0,Kandidat-/masteruddannelse,1994-11-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,550,816.0,570.0,471.0,107.0,531.0,725.0,280.0,363990.0,117.0,2000080.0,,,0.02637920758726128,12.0
Frederik Bloch Münster || Det Konservative Folkeparti || sydjylland,Frederik Bloch Münster,Det Konservative Folkeparti,sydjylland,Varde Kommune,127,489,2081,133656,0.25971370143149286,0.015569821033099899,0.0,Kandidat-/masteruddannelse,1994-11-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573,804.0,582.0,489.0,134.0,606.0,724.0,400.0,494100.0,99.0,2073520.0,,,0.02637920758726128,12.0
Frederik Bloch Münster || Det Konservative Folkeparti || sydjylland,Frederik Bloch Münster,Det Konservative Folkeparti,sydjylland,Vejen Kommune,45,376,2081,133656,0.1196808510638298,0.015569821033099899,0.0,Kandidat-/masteruddannelse,1994-11-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575,797.0,597.0,500.0,140.0,593.0,725.0,520.0,427020.0,10.0,2050020.0,,,0.02637920758726128,12.0
Frederik Bloch Münster || Det Konservative Folkeparti || sydjylland,Frederik Bloch Münster,Det Konservative Folkeparti,sydjylland,Vejle Kommune,201,1697,2081,133656,0.11844431349440189,0.015569821033099899,0.0,Kandidat-/masteruddannelse,1994-11-03T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630,790.0,613.0,515.0,176.0,505.0,851.0,1160.0,1224330.0,96.0,2171810.0,,,0.02637920758726128,12.0
Frederik Germann || Det Konservative Folkeparti || nordsjælland,Frederik Germann,Det Konservative Folkeparti,nordsjælland,Allerød Kommune,42,1349,1243,133656,0.031134173461823574,0.009299994014484947,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201,764.0,565.0,479.0,173.0,686.0,933.0,3880.0,261280.0,52.0,2751130.0,,,,
Frederik Germann || Det Konservative Folkeparti || nordsjælland,Frederik Germann,Det Konservative Folkeparti,nordsjælland,Egedal Kommune,85,1437,1243,133656,0.05915100904662491,0.009299994014484947,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,770.0,600.0,512.0,128.0,720.0,927.0,3620.0,455630.0,6.0,2357610.0,,,,
Frederik Germann || Det Konservative Folkeparti || nordsjælland,Frederik Germann,Det Konservative Folkeparti,nordsjælland,Fredensborg Kommune,31,1537,1243,133656,0.020169160702667534,0.009299994014484947,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210,789.0,570.0,483.0,261.0,579.0,920.0,3760.0,421860.0,9.0,2427430.0,,,,
Frederik Germann || Det Konservative Folkeparti || nordsjælland,Frederik Germann,Det Konservative Folkeparti,nordsjælland,Frederikssund Kommune,144,1068,1243,133656,0.1348314606741573,0.009299994014484947,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250,818.0,590.0,495.0,154.0,606.0,877.0,1890.0,470520.0,89.0,2200050.0,,,,
Frederik Germann || Det Konservative Folkeparti || nordsjælland,Frederik Germann,Det Konservative Folkeparti,nordsjælland,Furesø Kommune,34,1872,1243,133656,0.018162393162393164,0.009299994014484947,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190,765.0,564.0,479.0,269.0,602.0,983.0,7490.0,425400.0,74.0,2747070.0,,,,
Frederik Germann || Det Konservative Folkeparti || nordsjælland,Frederik Germann,Det Konservative Folkeparti,nordsjælland,Gribskov Kommune,82,1383,1243,133656,0.05929139551699204,0.009299994014484947,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270,830.0,566.0,473.0,83.0,660.0,854.0,1500.0,417970.0,87.0,2246760.0,,,,
Frederik Germann || Det Konservative Folkeparti || nordsjælland,Frederik Germann,Det Konservative Folkeparti,nordsjælland,Halsnæs Kommune,555,904,1243,133656,0.6139380530973452,0.009299994014484947,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260,834.0,576.0,482.0,167.0,608.0,931.0,2590.0,316330.0,103.0,2084270.0,,,,
Frederik Germann || Det Konservative Folkeparti || nordsjælland,Frederik Germann,Det Konservative Folkeparti,nordsjælland,Helsingør Kommune,66,2299,1243,133656,0.028708133971291867,0.009299994014484947,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217,814.0,580.0,485.0,271.0,503.0,964.0,5380.0,639530.0,101.0,2322090.0,,,,
Frederik Germann || Det Konservative Folkeparti || nordsjælland,Frederik Germann,Det Konservative Folkeparti,nordsjælland,Hillerød Kommune,116,2093,1243,133656,0.05542283803153368,0.009299994014484947,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,796.0,621.0,517.0,157.0,533.0,914.0,2570.0,548550.0,76.0,2347590.0,,,,
Frederik Germann || Det Konservative Folkeparti || nordsjælland,Frederik Germann,Det Konservative Folkeparti,nordsjælland,Hørsholm Kommune,29,1620,1243,133656,0.017901234567901235,0.009299994014484947,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223,802.0,537.0,450.0,177.0,622.0,982.0,8040.0,251680.0,64.0,3416020.0,,,,
Frederik Germann || Det Konservative Folkeparti || nordsjælland,Frederik Germann,Det Konservative Folkeparti,nordsjælland,Rudersdal Kommune,59,3550,1243,133656,0.016619718309859154,0.009299994014484947,0.0,Bachelor-/diplomuddannelse,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230,778.0,562.0,465.0,151.0,616.0,987.0,7810.0,573420.0,61.0,3575860.0,,,,
Frederik Grünfeld || Liberal Alliance || sjælland,Frederik Grünfeld,Liberal Alliance,sjælland,Faxe Kommune,8,590,351,117371,0.013559322033898305,0.002990517248724131,0.0,Gymnasial uddannelse,1996-02-25T00:00:00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,821.0,608.0,513.0,117.0,591.0,770.0,930.0,378200.0,102.0,2020640.0,,,0.005986379613356766,20.0
