candidate_name,party_name,storkreds,kommune,candidate_votes_2026_municipality,party_votes_2026_municipality,vote_share_of_party_2026_municipality,candidate_votes_2026_total,party_votes_2026_total,vote_share_of_party_2026_total,age,education,birthdate,age_num,tiktok_exists,tiktok_handle_from_url,videos_total_pre_election,videos_total_2026_pre_election,videos_last_90d,videos_last_30d,videos_last_14d,videos_last_7d,log1p_videos_total_pre_election,log1p_videos_total_2026_pre_election,log1p_videos_last_90d,log1p_videos_last_30d,log1p_videos_last_14d,log1p_videos_last_7d,candidate_votes_2022_municipality,party_votes_2022_municipality,vote_share_of_party_2022_municipality,candidate_votes_2022_total,party_votes_2022_total,vote_share_of_party_2022_total,municipality_code,andel_18_66_årige,andel_18plus_årige,andel_25_64_årige,andel_almennyttige_boliger,andel_ejerboliger,befolkningsandel_i_bymæssig_bebyggelse,befolkningstæthed_indb_km2,indbyggertal_1_januar,socioøkonomisk_indeks,statsgar_udskrivningsgrundlag_pr_indb_fra_2007
Anne Fiber,Det Konservative Folkeparti,fyn,Langeland Kommune,3,440,0.006818181818181818,470,270749,0.0017359251557715818,44 år,Bachelor-/diplomuddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,255.0,0.03137254901960784,683.0,194820.0,0.003505800225849502,482,52.7,87.4,44.2,7.7,45.3,60.6,41.0,11973.0,1.3,193597.0
Anne Fiber,Det Konservative Folkeparti,fyn,Middelfart Kommune,29,1819,0.01594282572842221,470,270749,0.0017359251557715818,44 år,Bachelor-/diplomuddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1285.0,0.022568093385214007,683.0,194820.0,0.003505800225849502,410,58.4,80.7,49.6,12.0,56.3,82.4,135.0,40318.0,0.86,220595.0
Anne Fiber,Det Konservative Folkeparti,fyn,Nordfyns Kommune,10,924,0.010822510822510822,470,270749,0.0017359251557715818,44 år,Bachelor-/diplomuddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,828.0,0.020531400966183576,683.0,194820.0,0.003505800225849502,480,59.0,81.5,49.9,7.9,61.4,63.2,65.0,29342.0,1.07,200284.0
Anne Fiber,Det Konservative Folkeparti,fyn,Nyborg Kommune,29,1143,0.02537182852143482,470,270749,0.0017359251557715818,44 år,Bachelor-/diplomuddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,817.0,0.07711138310893513,683.0,194820.0,0.003505800225849502,450,58.1,81.7,48.4,16.1,51.2,81.5,117.0,32329.0,1.14,199693.0
Anne Fiber,Det Konservative Folkeparti,fyn,Odense Kommune,127,9881,0.012852950106264548,470,270749,0.0017359251557715818,44 år,Bachelor-/diplomuddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,7572.0,0.03116745905969361,683.0,194820.0,0.003505800225849502,461,65.9,82.0,51.9,22.3,39.5,97.3,690.0,210803.0,1.11,192361.0
Anne Fiber,Det Konservative Folkeparti,fyn,Svendborg Kommune,29,2160,0.013425925925925926,470,270749,0.0017359251557715818,44 år,Bachelor-/diplomuddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1559.0,0.01667735728030789,683.0,194820.0,0.003505800225849502,479,57.6,80.7,47.6,15.8,52.7,82.6,144.0,60001.0,1.03,193173.0
Anne Fiber,Det Konservative Folkeparti,fyn,Ærø Kommune,32,312,0.10256410256410256,470,270749,0.0017359251557715818,44 år,Bachelor-/diplomuddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,265.0,0.03018867924528302,683.0,194820.0,0.003505800225849502,492,51.8,86.3,43.4,7.8,47.1,65.8,65.0,5881.0,1.0,184022.0
Anne Honoré Østergaard,"Venstre, Danmarks Liberale Parti",nordjylland,Aalborg Kommune,565,15444,0.03658378658378658,1805,361689,0.004990475242542626,,Unknown,,46.0,,,,,,,,,,,,,,,1212.0,18180.0,0.06666666666666667,3833.0,470546.0,0.00814585609058413,851,65.7,82.3,51.8,23.7,39.7,93.3,197.0,224612.0,0.97,200621.0
Anne Honoré Østergaard,"Venstre, Danmarks Liberale Parti",nordjylland,Brønderslev Kommune,94,3057,0.030749100425253518,1805,361689,0.004990475242542626,,Unknown,,46.0,,,,,,,,,,,,,,,231.0,3233.0,0.07145066501701207,3833.0,470546.0,0.00814585609058413,810,58.2,79.1,49.2,11.5,58.4,74.8,58.0,36706.0,1.0,190826.0
Anne Honoré Østergaard,"Venstre, Danmarks Liberale Parti",nordjylland,Frederikshavn Kommune,119,4196,0.028360343183984747,1805,361689,0.004990475242542626,,Unknown,,46.0,,,,,,,,,,,,,,,251.0,4565.0,0.054983570646221246,3833.0,470546.0,0.00814585609058413,813,57.3,83.5,48.1,20.1,48.2,87.4,89.0,57882.0,1.11,201816.0
Anne Honoré Østergaard,"Venstre, Danmarks Liberale Parti",nordjylland,Hjørring Kommune,754,4949,0.15235401091129522,1805,361689,0.004990475242542626,,Unknown,,46.0,,,,,,,,,,,,,,,1369.0,5416.0,0.2527695716395864,3833.0,470546.0,0.00814585609058413,860,58.3,81.7,48.4,12.3,53.6,76.8,68.0,63311.0,1.03,199309.0
Anne Honoré Østergaard,"Venstre, Danmarks Liberale Parti",nordjylland,Jammerbugt Kommune,119,3412,0.03487690504103165,1805,361689,0.004990475242542626,,Unknown,,46.0,,,,,,,,,,,,,,,256.0,3761.0,0.06806700345652753,3833.0,470546.0,0.00814585609058413,849,57.2,81.0,48.1,7.9,60.3,75.5,44.0,37954.0,0.97,195815.0
Anne Honoré Østergaard,"Venstre, Danmarks Liberale Parti",nordjylland,Læsø Kommune,2,136,0.014705882352941176,1805,361689,0.004990475242542626,,Unknown,,46.0,,,,,,,,,,,,,,,4.0,183.0,0.02185792349726776,3833.0,470546.0,0.00814585609058413,825,49.6,88.4,41.9,4.7,45.2,59.7,14.0,1719.0,1.17,190636.0
Anne Honoré Østergaard,"Venstre, Danmarks Liberale Parti",nordjylland,Mariagerfjord Kommune,60,2996,0.020026702269692925,1805,361689,0.004990475242542626,,Unknown,,46.0,,,,,,,,,,,,,,,258.0,3047.0,0.08467344929438793,3833.0,470546.0,0.00814585609058413,846,58.9,81.6,49.6,8.7,55.6,77.9,58.0,41606.0,1.01,203071.0
Anne Honoré Østergaard,"Venstre, Danmarks Liberale Parti",nordjylland,Morsø Kommune,3,1914,0.001567398119122257,1805,361689,0.004990475242542626,,Unknown,,46.0,,,,,,,,,,,,,,,24.0,1947.0,0.012326656394453005,3833.0,470546.0,0.00814585609058413,773,56.5,82.0,46.8,9.0,56.6,64.2,53.0,19520.0,1.13,200322.0
Anne Honoré Østergaard,"Venstre, Danmarks Liberale Parti",nordjylland,Rebild Kommune,43,2925,0.014700854700854702,1805,361689,0.004990475242542626,,Unknown,,46.0,,,,,,,,,,,,,,,114.0,2956.0,0.03856562922868741,3833.0,470546.0,0.00814585609058413,840,57.9,76.7,49.6,5.8,68.4,71.2,50.0,30942.0,0.73,215629.0
Anne Honoré Østergaard,"Venstre, Danmarks Liberale Parti",nordjylland,Thisted Kommune,17,3390,0.005014749262536873,1805,361689,0.004990475242542626,,Unknown,,46.0,,,,,,,,,,,,,,,51.0,4532.0,0.011253309796999117,3833.0,470546.0,0.00814585609058413,787,57.6,81.0,47.4,9.1,58.6,70.7,40.0,42698.0,1.04,200315.0
Anne Honoré Østergaard,"Venstre, Danmarks Liberale Parti",nordjylland,Vesthimmerlands Kommune,29,3950,0.007341772151898734,1805,361689,0.004990475242542626,,Unknown,,46.0,,,,,,,,,,,,,,,63.0,3861.0,0.016317016317016316,3833.0,470546.0,0.00814585609058413,820,58.1,81.4,48.5,9.3,54.5,71.5,47.0,35818.0,1.11,204021.0
Anne Marie Geisler Andersen,Radikale Venstre,sydjylland,Aabenraa Kommune,49,674,0.07270029673590504,1349,207442,0.006503022531599194,44 år,Kandidat-/masteruddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,661.0,0.08925869894099848,1324.0,133931.0,0.009885687406201701,580,58.1,81.1,48.3,17.9,54.4,80.8,62.0,58621.0,1.12,197026.0
Anne Marie Geisler Andersen,Radikale Venstre,sydjylland,Billund Kommune,22,258,0.08527131782945736,1349,207442,0.006503022531599194,44 år,Kandidat-/masteruddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,254.0,0.14173228346456693,1324.0,133931.0,0.009885687406201701,530,59.9,79.9,50.2,17.6,55.2,83.1,50.0,27168.0,1.02,210048.0
Anne Marie Geisler Andersen,Radikale Venstre,sydjylland,Esbjerg Kommune,594,1889,0.31445209105346744,1349,207442,0.006503022531599194,44 år,Kandidat-/masteruddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,1552.0,0.30541237113402064,1324.0,133931.0,0.009885687406201701,561,60.6,80.8,50.0,24.2,48.5,91.7,145.0,115157.0,1.09,209445.0
Anne Marie Geisler Andersen,Radikale Venstre,sydjylland,Fanø Kommune,47,130,0.36153846153846153,1349,207442,0.006503022531599194,44 år,Kandidat-/masteruddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,80.0,0.275,1324.0,133931.0,0.009885687406201701,563,47.5,83.6,40.3,7.4,54.9,89.0,54.0,3270.0,0.7,230327.0
Anne Marie Geisler Andersen,Radikale Venstre,sydjylland,Fredericia Kommune,47,889,0.052868391451068614,1349,207442,0.006503022531599194,44 år,Kandidat-/masteruddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,652.0,0.08742331288343558,1324.0,133931.0,0.009885687406201701,607,61.4,81.3,51.4,25.0,43.7,96.5,394.0,52616.0,1.24,209623.0
Anne Marie Geisler Andersen,Radikale Venstre,sydjylland,Haderslev Kommune,45,729,0.06172839506172839,1349,207442,0.006503022531599194,44 år,Kandidat-/masteruddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,579.0,0.07599309153713299,1324.0,133931.0,0.009885687406201701,510,59.3,81.6,49.1,18.4,50.7,80.8,68.0,55354.0,1.17,197631.0
Anne Marie Geisler Andersen,Radikale Venstre,sydjylland,Kolding Kommune,136,2089,0.06510292005744375,1349,207442,0.006503022531599194,44 år,Kandidat-/masteruddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,1782.0,0.08866442199775533,1324.0,133931.0,0.009885687406201701,621,61.7,79.7,51.0,19.0,48.3,89.3,159.0,95897.0,0.99,208596.0
Anne Marie Geisler Andersen,Radikale Venstre,sydjylland,Sønderborg Kommune,82,1131,0.07250221043324491,1349,207442,0.006503022531599194,44 år,Kandidat-/masteruddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,932.0,0.09227467811158799,1324.0,133931.0,0.009885687406201701,540,58.8,82.0,48.1,23.2,49.7,88.0,149.0,74096.0,1.14,204650.0
Anne Marie Geisler Andersen,Radikale Venstre,sydjylland,Tønder Kommune,17,269,0.06319702602230483,1349,207442,0.006503022531599194,44 år,Kandidat-/masteruddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,277.0,0.07581227436823104,1324.0,133931.0,0.009885687406201701,550,57.0,81.6,47.1,10.7,53.1,72.5,28.0,36399.0,1.17,200008.0
Anne Marie Geisler Andersen,Radikale Venstre,sydjylland,Varde Kommune,51,509,0.10019646365422397,1349,207442,0.006503022531599194,44 år,Kandidat-/masteruddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,461.0,0.16268980477223427,1324.0,133931.0,0.009885687406201701,573,58.2,80.4,48.9,13.4,60.6,72.4,40.0,49410.0,0.99,207352.0
Anne Marie Geisler Andersen,Radikale Venstre,sydjylland,Vejen Kommune,44,474,0.09282700421940929,1349,207442,0.006503022531599194,44 år,Kandidat-/masteruddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,409.0,0.13447432762836187,1324.0,133931.0,0.009885687406201701,575,59.7,79.7,50.0,14.0,59.3,72.5,52.0,42702.0,1.0,205002.0
Anne Marie Geisler Andersen,Radikale Venstre,sydjylland,Vejle Kommune,215,3105,0.06924315619967794,1349,207442,0.006503022531599194,44 år,Kandidat-/masteruddannelse,,44.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.0,2333.0,0.10158594084869267,1324.0,133931.0,0.009885687406201701,630,61.3,79.0,51.5,17.6,50.5,85.1,116.0,122433.0,0.96,217181.0
Anne Møllegaard Mortensen,Dansk Folkeparti,fyn,Assens Kommune,83,2494,0.033279871692060946,1149,324518,0.003540635650410763,63 år,Gymnasial uddannelse,1962-12-16T00:00:00,63.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,420,58.6,81.1,49.6,9.2,59.2,71.7,79.0,40469.0,1.05,199230.0
Anne Møllegaard Mortensen,Dansk Folkeparti,fyn,Faaborg-Midtfyn Kommune,424,3321,0.12767238783498946,1149,324518,0.003540635650410763,63 år,Gymnasial uddannelse,1962-12-16T00:00:00,63.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,430,57.7,80.7,48.7,10.0,59.2,73.0,83.0,52284.0,1.0,193010.0
Anne Møllegaard Mortensen,Dansk Folkeparti,fyn,Kerteminde Kommune,42,1490,0.028187919463087248,1149,324518,0.003540635650410763,63 år,Gymnasial uddannelse,1962-12-16T00:00:00,63.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,440,57.4,81.7,48.9,12.5,58.8,82.0,116.0,23949.0,1.0,210118.0
Anne Møllegaard Mortensen,Dansk Folkeparti,fyn,Langeland Kommune,25,726,0.03443526170798898,1149,324518,0.003540635650410763,63 år,Gymnasial uddannelse,1962-12-16T00:00:00,63.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,482,52.7,87.4,44.2,7.7,45.3,60.6,41.0,11973.0,1.3,193597.0
Anne Møllegaard Mortensen,Dansk Folkeparti,fyn,Middelfart Kommune,62,2176,0.02849264705882353,1149,324518,0.003540635650410763,63 år,Gymnasial uddannelse,1962-12-16T00:00:00,63.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,410,58.4,80.7,49.6,12.0,56.3,82.4,135.0,40318.0,0.86,220595.0
Anne Møllegaard Mortensen,Dansk Folkeparti,fyn,Nordfyns Kommune,54,1897,0.028465998945703744,1149,324518,0.003540635650410763,63 år,Gymnasial uddannelse,1962-12-16T00:00:00,63.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,480,59.0,81.5,49.9,7.9,61.4,63.2,65.0,29342.0,1.07,200284.0
Anne Møllegaard Mortensen,Dansk Folkeparti,fyn,Nyborg Kommune,76,2083,0.03648583773403745,1149,324518,0.003540635650410763,63 år,Gymnasial uddannelse,1962-12-16T00:00:00,63.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,450,58.1,81.7,48.4,16.1,51.2,81.5,117.0,32329.0,1.14,199693.0
Anne Møllegaard Mortensen,Dansk Folkeparti,fyn,Odense Kommune,268,9777,0.027411271351130202,1149,324518,0.003540635650410763,63 år,Gymnasial uddannelse,1962-12-16T00:00:00,63.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,461,65.9,82.0,51.9,22.3,39.5,97.3,690.0,210803.0,1.11,192361.0
Anne Møllegaard Mortensen,Dansk Folkeparti,fyn,Svendborg Kommune,106,2874,0.03688239387613083,1149,324518,0.003540635650410763,63 år,Gymnasial uddannelse,1962-12-16T00:00:00,63.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,479,57.6,80.7,47.6,15.8,52.7,82.6,144.0,60001.0,1.03,193173.0
Anne Møllegaard Mortensen,Dansk Folkeparti,fyn,Ærø Kommune,9,273,0.03296703296703297,1149,324518,0.003540635650410763,63 år,Gymnasial uddannelse,1962-12-16T00:00:00,63.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,492,51.8,86.3,43.4,7.8,47.1,65.8,65.0,5881.0,1.0,184022.0
Anne Paulin,Socialdemokratiet,vestjylland,Herning Kommune,331,9916,0.033380395320693826,6742,779252,0.008651886681073645,38 år,Kandidat-/masteruddannelse,,38.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,12226.0,0.016031408473744478,6905.0,971995.0,0.007103946007952716,657,60.5,79.5,50.0,15.1,52.3,87.1,68.0,90006.0,0.91,203946.0
Anne Paulin,Socialdemokratiet,vestjylland,Holstebro Kommune,334,7766,0.04300798351789853,6742,779252,0.008651886681073645,38 år,Kandidat-/masteruddannelse,,38.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,9740.0,0.01324435318275154,6905.0,971995.0,0.007103946007952716,661,59.5,79.4,48.5,17.5,54.6,84.8,75.0,59201.0,0.9,197938.0
Anne Paulin,Socialdemokratiet,vestjylland,Ikast-Brande Kommune,914,4741,0.1927863319974689,6742,779252,0.008651886681073645,38 år,Kandidat-/masteruddannelse,,38.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,5747.0,0.1665216634765965,6905.0,971995.0,0.007103946007952716,756,60.0,79.1,50.3,13.2,58.0,83.5,59.0,43009.0,0.95,193569.0
Anne Paulin,Socialdemokratiet,vestjylland,Lemvig Kommune,139,2109,0.06590801327643434,6742,779252,0.008651886681073645,38 år,Kandidat-/masteruddannelse,,38.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3063.0,0.00881488736532811,6905.0,971995.0,0.007103946007952716,665,57.3,83.3,46.9,6.6,56.6,69.9,37.0,18800.0,0.92,226021.0
Anne Paulin,Socialdemokratiet,vestjylland,Ringkøbing-Skjern Kommune,144,5503,0.026167544975467926,6742,779252,0.008651886681073645,38 år,Kandidat-/masteruddannelse,,38.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,7095.0,0.01226215644820296,6905.0,971995.0,0.007103946007952716,760,58.4,80.5,48.0,10.5,57.9,72.2,38.0,55582.0,0.92,204500.0
Anne Paulin,Socialdemokratiet,vestjylland,Silkeborg Kommune,175,13720,0.012755102040816327,6742,779252,0.008651886681073645,38 år,Kandidat-/masteruddannelse,,38.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,15947.0,0.00783846491503104,6905.0,971995.0,0.007103946007952716,740,59.9,78.3,50.3,16.8,54.4,86.5,119.0,101574.0,0.8,208745.0
Anne Paulin,Socialdemokratiet,vestjylland,Skive Kommune,3952,7006,0.5640879246360263,6742,779252,0.008651886681073645,38 år,Kandidat-/masteruddannelse,,38.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4623.0,8868.0,0.5213125845737483,6905.0,971995.0,0.007103946007952716,779,58.5,82.2,48.1,13.7,53.4,78.2,65.0,44328.0,1.06,205372.0
Anne Paulin,Socialdemokratiet,vestjylland,Struer Kommune,224,3111,0.07200257152041144,6742,779252,0.008651886681073645,38 år,Kandidat-/masteruddannelse,,38.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,4022.0,0.010193933366484336,6905.0,971995.0,0.007103946007952716,671,56.2,82.5,46.0,14.6,55.7,78.8,82.0,20229.0,1.06,205769.0
Anne Paulin,Socialdemokratiet,vestjylland,Viborg Kommune,529,12928,0.04091893564356436,6742,779252,0.008651886681073645,38 år,Kandidat-/masteruddannelse,,38.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,15479.0,0.046514632728212414,6905.0,971995.0,0.007103946007952716,791,59.9,79.9,49.5,15.2,53.0,80.6,69.0,97621.0,0.96,204398.0
Anne Sophie Callesen,Radikale Venstre,østjylland,Aarhus Kommune,2556,24943,0.10247363989896965,4101,207442,0.019769381321043954,37 år,Kandidat-/masteruddannelse,,37.0,1.0,annesophierv,15.0,15.0,15.0,15.0,12.0,4.0,2.772588722239781,2.772588722239781,2.772588722239781,2.772588722239781,2.5649493574615367,1.6094379124341003,,,,,,,751,69.0,82.5,52.8,25.0,35.1,97.4,797.0,373388.0,0.95,207907.0
Anne Sophie Callesen,Radikale Venstre,østjylland,Favrskov Kommune,164,1627,0.10079901659496004,4101,207442,0.019769381321043954,37 år,Kandidat-/masteruddannelse,,37.0,1.0,annesophierv,15.0,15.0,15.0,15.0,12.0,4.0,2.772588722239781,2.772588722239781,2.772588722239781,2.772588722239781,2.5649493574615367,1.6094379124341003,,,,,,,710,58.7,76.7,50.2,9.4,69.3,81.5,91.0,49359.0,0.69,213101.0
Anne Sophie Callesen,Radikale Venstre,østjylland,Hedensted Kommune,78,794,0.0982367758186398,4101,207442,0.019769381321043954,37 år,Kandidat-/masteruddannelse,,37.0,1.0,annesophierv,15.0,15.0,15.0,15.0,12.0,4.0,2.772588722239781,2.772588722239781,2.772588722239781,2.772588722239781,2.5649493574615367,1.6094379124341003,,,,,,,766,60.3,79.6,51.0,9.2,63.1,74.2,87.0,48167.0,0.81,207808.0
Anne Sophie Callesen,Radikale Venstre,østjylland,Horsens Kommune,155,2321,0.06678155967255493,4101,207442,0.019769381321043954,37 år,Kandidat-/masteruddannelse,,37.0,1.0,annesophierv,15.0,15.0,15.0,15.0,12.0,4.0,2.772588722239781,2.772588722239781,2.772588722239781,2.772588722239781,2.5649493574615367,1.6094379124341003,,,,,,,615,62.1,79.2,51.6,15.2,49.2,90.8,188.0,97921.0,0.98,199712.0
Anne Sophie Callesen,Radikale Venstre,østjylland,Norddjurs Kommune,36,442,0.08144796380090498,4101,207442,0.019769381321043954,37 år,Kandidat-/masteruddannelse,,37.0,1.0,annesophierv,15.0,15.0,15.0,15.0,12.0,4.0,2.772588722239781,2.772588722239781,2.772588722239781,2.772588722239781,2.5649493574615367,1.6094379124341003,,,,,,,707,58.4,83.0,48.2,12.2,53.3,74.8,51.0,36658.0,1.14,200175.0
Anne Sophie Callesen,Radikale Venstre,østjylland,Odder Kommune,130,787,0.16518424396442186,4101,207442,0.019769381321043954,37 år,Kandidat-/masteruddannelse,,37.0,1.0,annesophierv,15.0,15.0,15.0,15.0,12.0,4.0,2.772588722239781,2.772588722239781,2.772588722239781,2.772588722239781,2.5649493574615367,1.6094379124341003,,,,,,,727,57.2,79.9,47.9,17.5,59.0,77.9,108.0,24083.0,0.84,205503.0
Anne Sophie Callesen,Radikale Venstre,østjylland,Randers Kommune,124,1811,0.06847045831032579,4101,207442,0.019769381321043954,37 år,Kandidat-/masteruddannelse,,37.0,1.0,annesophierv,15.0,15.0,15.0,15.0,12.0,4.0,2.772588722239781,2.772588722239781,2.772588722239781,2.772588722239781,2.5649493574615367,1.6094379124341003,,,,,,,730,61.4,80.6,51.3,15.6,48.5,88.1,134.0,100356.0,1.14,197454.0
Anne Sophie Callesen,Radikale Venstre,østjylland,Samsø Kommune,11,72,0.1527777777777778,4101,207442,0.019769381321043954,37 år,Kandidat-/masteruddannelse,,37.0,1.0,annesophierv,15.0,15.0,15.0,15.0,12.0,4.0,2.772588722239781,2.772588722239781,2.772588722239781,2.772588722239781,2.5649493574615367,1.6094379124341003,,,,,,,741,52.0,85.7,44.3,3.4,42.3,35.6,32.0,3656.0,1.02,207629.0
Anne Sophie Callesen,Radikale Venstre,østjylland,Skanderborg Kommune,731,3118,0.23444515715202052,4101,207442,0.019769381321043954,37 år,Kandidat-/masteruddannelse,,37.0,1.0,annesophierv,15.0,15.0,15.0,15.0,12.0,4.0,2.772588722239781,2.772588722239781,2.772588722239781,2.772588722239781,2.5649493574615367,1.6094379124341003,,,,,,,746,57.8,75.2,49.2,11.5,66.8,86.1,158.0,65760.0,0.63,223618.0
Anne Sophie Callesen,Radikale Venstre,østjylland,Syddjurs Kommune,116,1206,0.09618573797678276,4101,207442,0.019769381321043954,37 år,Kandidat-/masteruddannelse,,37.0,1.0,annesophierv,15.0,15.0,15.0,15.0,12.0,4.0,2.772588722239781,2.772588722239781,2.772588722239781,2.772588722239781,2.5649493574615367,1.6094379124341003,,,,,,,706,56.3,80.6,47.5,9.7,62.1,72.7,64.0,44101.0,0.83,203015.0
Anne Valentina Berthelsen,SF - Socialistisk Folkeparti,sjælland,Faxe Kommune,40,2612,0.015313935681470138,1782,413306,0.0043115754428921915,31 år,Bachelor-/diplomuddannelse,1994-09-16T00:00:00,31.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,2083.0,0.04992798847815651,1383.0,293186.0,0.004717142019059573,320,60.8,82.1,51.3,11.7,59.1,77.0,93.0,37820.0,1.02,202064.0
Anne Valentina Berthelsen,SF - Socialistisk Folkeparti,sjælland,Greve Kommune,38,3096,0.01227390180878553,1782,413306,0.0043115754428921915,31 år,Bachelor-/diplomuddannelse,1994-09-16T00:00:00,31.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1977.0,0.01163378856853819,1383.0,293186.0,0.004717142019059573,253,59.5,78.5,50.1,25.7,59.3,98.5,886.0,53536.0,0.9,219916.0
Anne Valentina Berthelsen,SF - Socialistisk Folkeparti,sjælland,Guldborgsund Kommune,339,4319,0.07849039129428108,1782,413306,0.0043115754428921915,31 år,Bachelor-/diplomuddannelse,1994-09-16T00:00:00,31.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,3059.0,0.10362863680941484,1383.0,293186.0,0.004717142019059573,376,58.0,83.6,48.5,13.8,52.2,73.0,66.0,59350.0,1.33,202027.0
