"municipality","municipality_code","variable","year","value"
"Haderslev Kommune","510","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Haderslev Kommune","510","Andel almennyttige boliger","2026",
"Haderslev Kommune","510","Andel ejerboliger","2026",
"Haderslev Kommune","510","Andel indpendlere","2026",
"Haderslev Kommune","510","Andel udpendlere","2026",
"Haderslev Kommune","510","Befolkningsandel i bymæssig bebyggelse","2026",
"Haderslev Kommune","510","Befolkningstæthed (indb/km2)","2026",
"Haderslev Kommune","510","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Haderslev Kommune","510","Indbyggertal 1. januar","2026",
"Haderslev Kommune","510","Socioøkonomisk indeks","2026","1.17"
"Haderslev Kommune","510","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Billund Kommune","530","Andel 18+-årige","2026",
"Billund Kommune","530","Andel 18-66-årige","2026",
"Billund Kommune","530","Andel 25-64-årige","2026",
"Billund Kommune","530","Andel 25-64-årige med videregående uddannelse","2026",
"Billund Kommune","530","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Billund Kommune","530","Andel almennyttige boliger","2026",
"Billund Kommune","530","Andel ejerboliger","2026",
"Billund Kommune","530","Andel indpendlere","2026",
"Billund Kommune","530","Andel udpendlere","2026",
"Billund Kommune","530","Befolkningsandel i bymæssig bebyggelse","2026",
"Billund Kommune","530","Befolkningstæthed (indb/km2)","2026",
"Billund Kommune","530","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Billund Kommune","530","Indbyggertal 1. januar","2026",
"Billund Kommune","530","Socioøkonomisk indeks","2026","1.04"
"Billund Kommune","530","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Sønderborg Kommune","540","Andel 18+-årige","2026",
"Sønderborg Kommune","540","Andel 18-66-årige","2026",
"Sønderborg Kommune","540","Andel 25-64-årige","2026",
"Sønderborg Kommune","540","Andel 25-64-årige med videregående uddannelse","2026",
"Sønderborg Kommune","540","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Sønderborg Kommune","540","Andel almennyttige boliger","2026",
"Sønderborg Kommune","540","Andel ejerboliger","2026",
"Sønderborg Kommune","540","Andel indpendlere","2026",
"Sønderborg Kommune","540","Andel udpendlere","2026",
"Sønderborg Kommune","540","Befolkningsandel i bymæssig bebyggelse","2026",
"Sønderborg Kommune","540","Befolkningstæthed (indb/km2)","2026",
"Sønderborg Kommune","540","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Sønderborg Kommune","540","Indbyggertal 1. januar","2026",
"Sønderborg Kommune","540","Socioøkonomisk indeks","2026","1.13"
"Sønderborg Kommune","540","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Tønder Kommune","550","Andel 18+-årige","2026",
"Tønder Kommune","550","Andel 18-66-årige","2026",
"Tønder Kommune","550","Andel 25-64-årige","2026",
"Tønder Kommune","550","Andel 25-64-årige med videregående uddannelse","2026",
"Tønder Kommune","550","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Tønder Kommune","550","Andel almennyttige boliger","2026",
"Tønder Kommune","550","Andel ejerboliger","2026",
"Tønder Kommune","550","Andel indpendlere","2026",
"Tønder Kommune","550","Andel udpendlere","2026",
"Tønder Kommune","550","Befolkningsandel i bymæssig bebyggelse","2026",
"Tønder Kommune","550","Befolkningstæthed (indb/km2)","2026",
"Tønder Kommune","550","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Tønder Kommune","550","Indbyggertal 1. januar","2026",
"Tønder Kommune","550","Socioøkonomisk indeks","2026","1.18"
"Tønder Kommune","550","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Esbjerg Kommune","561","Andel 18+-årige","2026",
"Esbjerg Kommune","561","Andel 18-66-årige","2026",
"Esbjerg Kommune","561","Andel 25-64-årige","2026",
"Esbjerg Kommune","561","Andel 25-64-årige med videregående uddannelse","2026",
"Esbjerg Kommune","561","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Esbjerg Kommune","561","Andel almennyttige boliger","2026",
"Esbjerg Kommune","561","Andel ejerboliger","2026",
"Esbjerg Kommune","561","Andel indpendlere","2026",
"Esbjerg Kommune","561","Andel udpendlere","2026",
"Esbjerg Kommune","561","Befolkningsandel i bymæssig bebyggelse","2026",
"Esbjerg Kommune","561","Befolkningstæthed (indb/km2)","2026",
"Esbjerg Kommune","561","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Esbjerg Kommune","561","Indbyggertal 1. januar","2026",
"Esbjerg Kommune","561","Socioøkonomisk indeks","2026","1.09"
"Esbjerg Kommune","561","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Fanø Kommune","563","Andel 18+-årige","2026",
"Fanø Kommune","563","Andel 18-66-årige","2026",
"Fanø Kommune","563","Andel 25-64-årige","2026",
"Fanø Kommune","563","Andel 25-64-årige med videregående uddannelse","2026",
"Fanø Kommune","563","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Fanø Kommune","563","Andel almennyttige boliger","2026",
"Fanø Kommune","563","Andel ejerboliger","2026",
"Fanø Kommune","563","Andel indpendlere","2026",
"Fanø Kommune","563","Andel udpendlere","2026",
"Fanø Kommune","563","Befolkningsandel i bymæssig bebyggelse","2026",
"Fanø Kommune","563","Befolkningstæthed (indb/km2)","2026",
"Fanø Kommune","563","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Fanø Kommune","563","Indbyggertal 1. januar","2026",
"Fanø Kommune","563","Socioøkonomisk indeks","2026","0.74"
"Fanø Kommune","563","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Varde Kommune","573","Andel 18+-årige","2026",
"Varde Kommune","573","Andel 18-66-årige","2026",
"Varde Kommune","573","Andel 25-64-årige","2026",
"Varde Kommune","573","Andel 25-64-årige med videregående uddannelse","2026",
"Varde Kommune","573","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Varde Kommune","573","Andel almennyttige boliger","2026",
"Varde Kommune","573","Andel ejerboliger","2026",
"Varde Kommune","573","Andel indpendlere","2026",
"Varde Kommune","573","Andel udpendlere","2026",
"Varde Kommune","573","Befolkningsandel i bymæssig bebyggelse","2026",
"Varde Kommune","573","Befolkningstæthed (indb/km2)","2026",
"Varde Kommune","573","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Varde Kommune","573","Indbyggertal 1. januar","2026",
"Varde Kommune","573","Socioøkonomisk indeks","2026","0.99"
"Varde Kommune","573","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Vejen Kommune","575","Andel 18+-årige","2026",
"Vejen Kommune","575","Andel 18-66-årige","2026",
"Vejen Kommune","575","Andel 25-64-årige","2026",
"Vejen Kommune","575","Andel 25-64-årige med videregående uddannelse","2026",
"Vejen Kommune","575","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Vejen Kommune","575","Andel almennyttige boliger","2026",
"Vejen Kommune","575","Andel ejerboliger","2026",
"Vejen Kommune","575","Andel indpendlere","2026",
"Vejen Kommune","575","Andel udpendlere","2026",
"Vejen Kommune","575","Befolkningsandel i bymæssig bebyggelse","2026",
"Vejen Kommune","575","Befolkningstæthed (indb/km2)","2026",
"Vejen Kommune","575","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Vejen Kommune","575","Indbyggertal 1. januar","2026",
"Vejen Kommune","575","Socioøkonomisk indeks","2026","1.02"
"Vejen Kommune","575","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Aabenraa Kommune","580","Andel 18+-årige","2026",
"Aabenraa Kommune","580","Andel 18-66-årige","2026",
"Aabenraa Kommune","580","Andel 25-64-årige","2026",
"Aabenraa Kommune","580","Andel 25-64-årige med videregående uddannelse","2026",
"Aabenraa Kommune","580","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Aabenraa Kommune","580","Andel almennyttige boliger","2026",
"Aabenraa Kommune","580","Andel ejerboliger","2026",
"Aabenraa Kommune","580","Andel indpendlere","2026",
"Aabenraa Kommune","580","Andel udpendlere","2026",
"Aabenraa Kommune","580","Befolkningsandel i bymæssig bebyggelse","2026",
"Aabenraa Kommune","580","Befolkningstæthed (indb/km2)","2026",
"Aabenraa Kommune","580","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Aabenraa Kommune","580","Indbyggertal 1. januar","2026",
"Aabenraa Kommune","580","Socioøkonomisk indeks","2026","1.12"
"Aabenraa Kommune","580","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Fredericia Kommune","607","Andel 18+-årige","2026",
"Fredericia Kommune","607","Andel 18-66-årige","2026",
"Fredericia Kommune","607","Andel 25-64-årige","2026",
"Fredericia Kommune","607","Andel 25-64-årige med videregående uddannelse","2026",
"Fredericia Kommune","607","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Fredericia Kommune","607","Andel almennyttige boliger","2026",
"Fredericia Kommune","607","Andel ejerboliger","2026",
"Fredericia Kommune","607","Andel indpendlere","2026",
"Fredericia Kommune","607","Andel udpendlere","2026",
"Fredericia Kommune","607","Befolkningsandel i bymæssig bebyggelse","2026",
"Fredericia Kommune","607","Befolkningstæthed (indb/km2)","2026",
"Fredericia Kommune","607","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Fredericia Kommune","607","Indbyggertal 1. januar","2026",
"Fredericia Kommune","607","Socioøkonomisk indeks","2026","1.24"
"Fredericia Kommune","607","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Horsens Kommune","615","Andel 18+-årige","2026",
"Horsens Kommune","615","Andel 18-66-årige","2026",
"Horsens Kommune","615","Andel 25-64-årige","2026",
"Horsens Kommune","615","Andel 25-64-årige med videregående uddannelse","2026",
"Horsens Kommune","615","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Horsens Kommune","615","Andel almennyttige boliger","2026",
"Horsens Kommune","615","Andel ejerboliger","2026",
"Horsens Kommune","615","Andel indpendlere","2026",
"Horsens Kommune","615","Andel udpendlere","2026",
"Horsens Kommune","615","Befolkningsandel i bymæssig bebyggelse","2026",
"Horsens Kommune","615","Befolkningstæthed (indb/km2)","2026",
"Horsens Kommune","615","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Horsens Kommune","615","Indbyggertal 1. januar","2026",
"Horsens Kommune","615","Socioøkonomisk indeks","2026","0.99"
"Horsens Kommune","615","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Kolding Kommune","621","Andel 18+-årige","2026",
"Kolding Kommune","621","Andel 18-66-årige","2026",
"Kolding Kommune","621","Andel 25-64-årige","2026",
"Kolding Kommune","621","Andel 25-64-årige med videregående uddannelse","2026",
"Kolding Kommune","621","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Kolding Kommune","621","Andel almennyttige boliger","2026",
"Kolding Kommune","621","Andel ejerboliger","2026",
"Kolding Kommune","621","Andel indpendlere","2026",
"Kolding Kommune","621","Andel udpendlere","2026",
"Kolding Kommune","621","Befolkningsandel i bymæssig bebyggelse","2026",
"Kolding Kommune","621","Befolkningstæthed (indb/km2)","2026",
"Kolding Kommune","621","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Kolding Kommune","621","Indbyggertal 1. januar","2026",
"Kolding Kommune","621","Socioøkonomisk indeks","2026","1"
"Kolding Kommune","621","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Vejle Kommune","630","Andel 18+-årige","2026",
"Vejle Kommune","630","Andel 18-66-årige","2026",
"Vejle Kommune","630","Andel 25-64-årige","2026",
"Vejle Kommune","630","Andel 25-64-årige med videregående uddannelse","2026",
"Vejle Kommune","630","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Vejle Kommune","630","Andel almennyttige boliger","2026",
"Vejle Kommune","630","Andel ejerboliger","2026",
"Vejle Kommune","630","Andel indpendlere","2026",
"Vejle Kommune","630","Andel udpendlere","2026",
"Vejle Kommune","630","Befolkningsandel i bymæssig bebyggelse","2026",
"Vejle Kommune","630","Befolkningstæthed (indb/km2)","2026",
"Vejle Kommune","630","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Vejle Kommune","630","Indbyggertal 1. januar","2026",
"Vejle Kommune","630","Socioøkonomisk indeks","2026","0.96"
"Vejle Kommune","630","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Herning Kommune","657","Andel 18+-årige","2026",
"Herning Kommune","657","Andel 18-66-årige","2026",
"Herning Kommune","657","Andel 25-64-årige","2026",
"Herning Kommune","657","Andel 25-64-årige med videregående uddannelse","2026",
"Herning Kommune","657","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Herning Kommune","657","Andel almennyttige boliger","2026",
"Herning Kommune","657","Andel ejerboliger","2026",
"Herning Kommune","657","Andel indpendlere","2026",
"Herning Kommune","657","Andel udpendlere","2026",
"Herning Kommune","657","Befolkningsandel i bymæssig bebyggelse","2026",
"Herning Kommune","657","Befolkningstæthed (indb/km2)","2026",
"Herning Kommune","657","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Herning Kommune","657","Indbyggertal 1. januar","2026",
"Herning Kommune","657","Socioøkonomisk indeks","2026","0.91"
"Herning Kommune","657","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Holstebro Kommune","661","Andel 18+-årige","2026",
"Holstebro Kommune","661","Andel 18-66-årige","2026",
"Holstebro Kommune","661","Andel 25-64-årige","2026",
"Holstebro Kommune","661","Andel 25-64-årige med videregående uddannelse","2026",
"Holstebro Kommune","661","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Holstebro Kommune","661","Andel almennyttige boliger","2026",
"Holstebro Kommune","661","Andel ejerboliger","2026",
"Holstebro Kommune","661","Andel indpendlere","2026",
"Holstebro Kommune","661","Andel udpendlere","2026",
"Holstebro Kommune","661","Befolkningsandel i bymæssig bebyggelse","2026",
"Holstebro Kommune","661","Befolkningstæthed (indb/km2)","2026",
"Holstebro Kommune","661","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Holstebro Kommune","661","Indbyggertal 1. januar","2026",
"Holstebro Kommune","661","Socioøkonomisk indeks","2026","0.89"
"Holstebro Kommune","661","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Lemvig Kommune","665","Andel 18+-årige","2026",
"Lemvig Kommune","665","Andel 18-66-årige","2026",
"Lemvig Kommune","665","Andel 25-64-årige","2026",
"Lemvig Kommune","665","Andel 25-64-årige med videregående uddannelse","2026",
"Lemvig Kommune","665","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Lemvig Kommune","665","Andel almennyttige boliger","2026",
"Lemvig Kommune","665","Andel ejerboliger","2026",
"Lemvig Kommune","665","Andel indpendlere","2026",
"Lemvig Kommune","665","Andel udpendlere","2026",
"Lemvig Kommune","665","Befolkningsandel i bymæssig bebyggelse","2026",
"Lemvig Kommune","665","Befolkningstæthed (indb/km2)","2026",
"Lemvig Kommune","665","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Lemvig Kommune","665","Indbyggertal 1. januar","2026",
"Lemvig Kommune","665","Socioøkonomisk indeks","2026","0.94"
"Lemvig Kommune","665","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Struer Kommune","671","Andel 18+-årige","2026",
"Struer Kommune","671","Andel 18-66-årige","2026",
"Struer Kommune","671","Andel 25-64-årige","2026",
"Struer Kommune","671","Andel 25-64-årige med videregående uddannelse","2026",
"Struer Kommune","671","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Struer Kommune","671","Andel almennyttige boliger","2026",
"Struer Kommune","671","Andel ejerboliger","2026",
"Struer Kommune","671","Andel indpendlere","2026",
"Struer Kommune","671","Andel udpendlere","2026",
"Struer Kommune","671","Befolkningsandel i bymæssig bebyggelse","2026",
"Struer Kommune","671","Befolkningstæthed (indb/km2)","2026",
"Struer Kommune","671","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Struer Kommune","671","Indbyggertal 1. januar","2026",
"Struer Kommune","671","Socioøkonomisk indeks","2026","1.06"
"Struer Kommune","671","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Syddjurs Kommune","706","Andel 18+-årige","2026",
"Syddjurs Kommune","706","Andel 18-66-årige","2026",
"Syddjurs Kommune","706","Andel 25-64-årige","2026",
"Syddjurs Kommune","706","Andel 25-64-årige med videregående uddannelse","2026",
"Syddjurs Kommune","706","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Syddjurs Kommune","706","Andel almennyttige boliger","2026",
"Syddjurs Kommune","706","Andel ejerboliger","2026",
"Syddjurs Kommune","706","Andel indpendlere","2026",
"Syddjurs Kommune","706","Andel udpendlere","2026",
"Syddjurs Kommune","706","Befolkningsandel i bymæssig bebyggelse","2026",
"Syddjurs Kommune","706","Befolkningstæthed (indb/km2)","2026",
"Syddjurs Kommune","706","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Syddjurs Kommune","706","Indbyggertal 1. januar","2026",
"Syddjurs Kommune","706","Socioøkonomisk indeks","2026","0.84"
"Syddjurs Kommune","706","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Norddjurs Kommune","707","Andel 18+-årige","2026",
"Norddjurs Kommune","707","Andel 18-66-årige","2026",
"Norddjurs Kommune","707","Andel 25-64-årige","2026",
"Norddjurs Kommune","707","Andel 25-64-årige med videregående uddannelse","2026",
"Norddjurs Kommune","707","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Norddjurs Kommune","707","Andel almennyttige boliger","2026",
"Norddjurs Kommune","707","Andel ejerboliger","2026",
"Norddjurs Kommune","707","Andel indpendlere","2026",
"Norddjurs Kommune","707","Andel udpendlere","2026",
"Norddjurs Kommune","707","Befolkningsandel i bymæssig bebyggelse","2026",
"Norddjurs Kommune","707","Befolkningstæthed (indb/km2)","2026",
"Norddjurs Kommune","707","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Norddjurs Kommune","707","Indbyggertal 1. januar","2026",
"Norddjurs Kommune","707","Socioøkonomisk indeks","2026","1.14"
"Norddjurs Kommune","707","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Favrskov Kommune","710","Andel 18+-årige","2026",
"Favrskov Kommune","710","Andel 18-66-årige","2026",
"Favrskov Kommune","710","Andel 25-64-årige","2026",
"Favrskov Kommune","710","Andel 25-64-årige med videregående uddannelse","2026",
"Favrskov Kommune","710","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Favrskov Kommune","710","Andel almennyttige boliger","2026",
"Favrskov Kommune","710","Andel ejerboliger","2026",
"Favrskov Kommune","710","Andel indpendlere","2026",
"Favrskov Kommune","710","Andel udpendlere","2026",
"Favrskov Kommune","710","Befolkningsandel i bymæssig bebyggelse","2026",
"Favrskov Kommune","710","Befolkningstæthed (indb/km2)","2026",
"Favrskov Kommune","710","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Favrskov Kommune","710","Indbyggertal 1. januar","2026",
"Favrskov Kommune","710","Socioøkonomisk indeks","2026","0.69"
"Favrskov Kommune","710","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Odder Kommune","727","Andel 18+-årige","2026",
"Odder Kommune","727","Andel 18-66-årige","2026",
"Odder Kommune","727","Andel 25-64-årige","2026",
"Odder Kommune","727","Andel 25-64-årige med videregående uddannelse","2026",
"Odder Kommune","727","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Odder Kommune","727","Andel almennyttige boliger","2026",
"Odder Kommune","727","Andel ejerboliger","2026",
"Odder Kommune","727","Andel indpendlere","2026",
"Odder Kommune","727","Andel udpendlere","2026",
"Odder Kommune","727","Befolkningsandel i bymæssig bebyggelse","2026",
"Odder Kommune","727","Befolkningstæthed (indb/km2)","2026",
"Odder Kommune","727","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Odder Kommune","727","Indbyggertal 1. januar","2026",
"Odder Kommune","727","Socioøkonomisk indeks","2026","0.82"
"Odder Kommune","727","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Randers Kommune","730","Andel 18+-årige","2026",
"Randers Kommune","730","Andel 18-66-årige","2026",
"Randers Kommune","730","Andel 25-64-årige","2026",
"Randers Kommune","730","Andel 25-64-årige med videregående uddannelse","2026",
"Randers Kommune","730","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Randers Kommune","730","Andel almennyttige boliger","2026",
"Randers Kommune","730","Andel ejerboliger","2026",
"Randers Kommune","730","Andel indpendlere","2026",
"Randers Kommune","730","Andel udpendlere","2026",
"Randers Kommune","730","Befolkningsandel i bymæssig bebyggelse","2026",
"Randers Kommune","730","Befolkningstæthed (indb/km2)","2026",
"Randers Kommune","730","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Randers Kommune","730","Indbyggertal 1. januar","2026",
"Randers Kommune","730","Socioøkonomisk indeks","2026","1.15"
"Randers Kommune","730","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Silkeborg Kommune","740","Andel 18+-årige","2026",
"Silkeborg Kommune","740","Andel 18-66-årige","2026",
"Silkeborg Kommune","740","Andel 25-64-årige","2026",
"Silkeborg Kommune","740","Andel 25-64-årige med videregående uddannelse","2026",
"Silkeborg Kommune","740","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Silkeborg Kommune","740","Andel almennyttige boliger","2026",
"Silkeborg Kommune","740","Andel ejerboliger","2026",
"Silkeborg Kommune","740","Andel indpendlere","2026",
"Silkeborg Kommune","740","Andel udpendlere","2026",
"Silkeborg Kommune","740","Befolkningsandel i bymæssig bebyggelse","2026",
"Silkeborg Kommune","740","Befolkningstæthed (indb/km2)","2026",
"Silkeborg Kommune","740","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Silkeborg Kommune","740","Indbyggertal 1. januar","2026",
"Silkeborg Kommune","740","Socioøkonomisk indeks","2026","0.81"
"Silkeborg Kommune","740","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Samsø Kommune","741","Andel 18+-årige","2026",
"Samsø Kommune","741","Andel 18-66-årige","2026",
"Samsø Kommune","741","Andel 25-64-årige","2026",
"Samsø Kommune","741","Andel 25-64-årige med videregående uddannelse","2026",
"Samsø Kommune","741","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Samsø Kommune","741","Andel almennyttige boliger","2026",
"Samsø Kommune","741","Andel ejerboliger","2026",
"Samsø Kommune","741","Andel indpendlere","2026",
"Samsø Kommune","741","Andel udpendlere","2026",
"Samsø Kommune","741","Befolkningsandel i bymæssig bebyggelse","2026",
"Samsø Kommune","741","Befolkningstæthed (indb/km2)","2026",
"Samsø Kommune","741","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Samsø Kommune","741","Indbyggertal 1. januar","2026",
"Samsø Kommune","741","Socioøkonomisk indeks","2026","1.01"
"Samsø Kommune","741","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Skanderborg Kommune","746","Andel 18+-årige","2026",
"Skanderborg Kommune","746","Andel 18-66-årige","2026",
"Skanderborg Kommune","746","Andel 25-64-årige","2026",
"Skanderborg Kommune","746","Andel 25-64-årige med videregående uddannelse","2026",
"Skanderborg Kommune","746","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Skanderborg Kommune","746","Andel almennyttige boliger","2026",
"Skanderborg Kommune","746","Andel ejerboliger","2026",
"Skanderborg Kommune","746","Andel indpendlere","2026",
"Skanderborg Kommune","746","Andel udpendlere","2026",
"Skanderborg Kommune","746","Befolkningsandel i bymæssig bebyggelse","2026",
"Skanderborg Kommune","746","Befolkningstæthed (indb/km2)","2026",
"Skanderborg Kommune","746","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Skanderborg Kommune","746","Indbyggertal 1. januar","2026",
"Skanderborg Kommune","746","Socioøkonomisk indeks","2026","0.62"
"Skanderborg Kommune","746","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Aarhus Kommune","751","Andel 18+-årige","2026",
"Aarhus Kommune","751","Andel 18-66-årige","2026",
"Aarhus Kommune","751","Andel 25-64-årige","2026",
"Aarhus Kommune","751","Andel 25-64-årige med videregående uddannelse","2026",
"Aarhus Kommune","751","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Aarhus Kommune","751","Andel almennyttige boliger","2026",
"Aarhus Kommune","751","Andel ejerboliger","2026",
"Aarhus Kommune","751","Andel indpendlere","2026",
"Aarhus Kommune","751","Andel udpendlere","2026",
"Aarhus Kommune","751","Befolkningsandel i bymæssig bebyggelse","2026",
"Aarhus Kommune","751","Befolkningstæthed (indb/km2)","2026",
"Aarhus Kommune","751","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Aarhus Kommune","751","Indbyggertal 1. januar","2026",
"Aarhus Kommune","751","Socioøkonomisk indeks","2026","0.93"
"Aarhus Kommune","751","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Ikast-Brande Kommune","756","Andel 18+-årige","2026",
"Ikast-Brande Kommune","756","Andel 18-66-årige","2026",
"Ikast-Brande Kommune","756","Andel 25-64-årige","2026",
"Ikast-Brande Kommune","756","Andel 25-64-årige med videregående uddannelse","2026",
"Ikast-Brande Kommune","756","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Ikast-Brande Kommune","756","Andel almennyttige boliger","2026",
"Ikast-Brande Kommune","756","Andel ejerboliger","2026",
"Ikast-Brande Kommune","756","Andel indpendlere","2026",
"Ikast-Brande Kommune","756","Andel udpendlere","2026",
"Ikast-Brande Kommune","756","Befolkningsandel i bymæssig bebyggelse","2026",
"Ikast-Brande Kommune","756","Befolkningstæthed (indb/km2)","2026",
"Ikast-Brande Kommune","756","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Ikast-Brande Kommune","756","Indbyggertal 1. januar","2026",
"Ikast-Brande Kommune","756","Socioøkonomisk indeks","2026","0.99"
"Ikast-Brande Kommune","756","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Ringkøbing-Skjern Kommune","760","Andel 18+-årige","2026",
"Ringkøbing-Skjern Kommune","760","Andel 18-66-årige","2026",
"Ringkøbing-Skjern Kommune","760","Andel 25-64-årige","2026",
"Ringkøbing-Skjern Kommune","760","Andel 25-64-årige med videregående uddannelse","2026",
"Ringkøbing-Skjern Kommune","760","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Ringkøbing-Skjern Kommune","760","Andel almennyttige boliger","2026",
"Ringkøbing-Skjern Kommune","760","Andel ejerboliger","2026",
"Ringkøbing-Skjern Kommune","760","Andel indpendlere","2026",
"Ringkøbing-Skjern Kommune","760","Andel udpendlere","2026",
"Ringkøbing-Skjern Kommune","760","Befolkningsandel i bymæssig bebyggelse","2026",
"Ringkøbing-Skjern Kommune","760","Befolkningstæthed (indb/km2)","2026",
"Ringkøbing-Skjern Kommune","760","Fuldtidsledige pr. 100 17-64/66-årige","2026",
"Ringkøbing-Skjern Kommune","760","Indbyggertal 1. januar","2026",
"Ringkøbing-Skjern Kommune","760","Socioøkonomisk indeks","2026","0.92"
"Ringkøbing-Skjern Kommune","760","Statsgar. udskrivningsgrundlag pr. indb. (fra 2007)","2026",
"Hedensted Kommune","766","Andel 18+-årige","2026",
"Hedensted Kommune","766","Andel 18-66-årige","2026",
"Hedensted Kommune","766","Andel 25-64-årige","2026",
"Hedensted Kommune","766","Andel 25-64-årige med videregående uddannelse","2026",
"Hedensted Kommune","766","Andel 25-64-årige uden erhvervsuddannelse","2026",
"Hedensted Kommune","766","Andel almennyttige boliger","2026",
"Hedensted Kommune","766","Andel ejerboliger","2026",
"Hedensted Kommune","766","Andel indpendlere","2026",
"Hedensted Kommune","766","Andel udpendlere","2026",
"Hedensted Kommune","766","Befolkningsandel i bymæssig bebyggelse","2026",
